C:0,C:1,C:2,Points:0,Points:1,Points:2,vtkOriginalIndices
11.0162,0.461021,-1.05495e-19,11.0162,0.46103,-0.020129,1259
11.0334,0.460332,-1.72773e-16,11.0334,0.460342,-0.020099,1260
11.0507,0.459604,2.40163e-19,11.0507,0.459615,-0.0200672,1261
11.0679,0.458835,2.04793e-19,11.0679,0.458844,-0.0200336,1262
11.0851,0.45803,3.37594e-19,11.0851,0.458038,-0.0199984,1263
11.1023,0.45719,3.38305e-19,11.1023,0.457199,-0.0199618,1264
11.1195,0.456316,-2.42439e-19,11.1195,0.456325,-0.0199236,1265
11.1367,0.455401,-4.47951e-19,11.1367,0.455412,-0.0198837,1266
11.1539,0.454443,-7.23581e-20,11.1539,0.454455,-0.0198419,1267
11.1711,0.453438,-3.61801e-20,11.1711,0.45345,-0.0197981,1268
11.1883,0.452381,-1.69427e-16,11.1883,0.452395,-0.019752,1269
11.2055,0.451275,-6.54862e-19,11.2055,0.451285,-0.0197035,1270
11.2226,0.450124,1.68772e-16,11.2226,0.450135,-0.0196533,1271
11.2398,0.44893,1.68145e-16,11.2398,0.448942,-0.0196012,1272
11.257,0.44769,1.03039e-18,11.257,0.447702,-0.0195471,1273
11.2742,0.446399,-1.67115e-16,11.2742,0.446412,-0.0194908,1274
11.2913,0.445053,2.11105e-19,11.2914,0.445067,-0.019432,1275
11.3085,0.443647,-1.65182e-16,11.3085,0.443663,-0.0193707,1276
11.3257,0.442179,-3.38562e-19,11.3257,0.442194,-0.0193066,1277
11.3429,0.440652,1.65055e-16,11.3429,0.440664,-0.0192398,1278
11.36,0.439071,3.62074e-20,11.36,0.439084,-0.0191708,1279
11.3771,0.437437,-2.66895e-24,11.3771,0.437451,-0.0190995,1280
11.3943,0.435744,2.89513e-24,11.3943,0.435759,-0.0190256,1281
11.4114,0.433988,-3.60796e-19,11.4114,0.434004,-0.018949,1282
11.4285,0.432164,-3.97009e-19,11.4285,0.432182,-0.0188695,1283
11.4457,0.430268,0,11.4457,0.430287,-0.0187867,1284
11.4628,0.428298,4.39744e-19,11.4628,0.428315,-0.0187006,1285
11.4799,0.42626,2.1871e-19,11.4799,0.426275,-0.0186115,1286
11.497,0.424159,-2.21034e-19,11.497,0.424175,-0.0185199,1287
11.514,0.421992,3.62361e-20,11.514,0.422009,-0.0184253,1288
11.5311,0.419754,7.2476e-20,11.5311,0.419772,-0.0183276,1289
11.5482,0.417439,7.24839e-20,11.5482,0.417459,-0.0182266,1290
11.5653,0.415044,3.6244e-20,11.5653,0.415064,-0.0181221,1291
11.5823,0.412562,4.1909e-19,11.5823,0.412583,-0.0180138,1292
11.5994,0.409995,3.82833e-19,11.5994,0.410011,-0.0179015,1293
11.6164,0.407353,-7.25177e-20,11.6164,0.40737,-0.0177862,1294
11.6333,0.404638,-7.25261e-20,11.6334,0.404656,-0.0176677,1295
11.6503,0.401843,-3.62652e-20,11.6503,0.401863,-0.0175457,1296
11.6673,0.398964,-3.6275e-20,11.6673,0.398985,-0.0174201,1297
11.6843,0.395996,-3.6275e-20,11.6843,0.396018,-0.0172905,1298
11.7012,0.392932,-3.62861e-20,11.7013,0.392955,-0.0171568,1299
11.7182,0.389768,-3.62861e-20,11.7182,0.389791,-0.0170187,1300
11.7351,0.38651,4.89627e-19,11.7352,0.386525,-0.016876,1301
11.752,0.383171,7.36364e-19,11.752,0.38319,-0.0167304,1302
11.7688,0.379748,-2.14417e-19,11.7689,0.379768,-0.016581,1303
11.7857,0.376233,-4.61154e-19,11.7857,0.376255,-0.0164276,1304
11.8025,0.372621,-2.52955e-19,11.8025,0.372644,-0.01627,1305
11.8193,0.368904,-2.52955e-19,11.8193,0.368928,-0.0161078,1306
11.8362,0.365079,-2.57542e-19,11.8362,0.365104,-0.0159408,1307
11.853,0.36114,-2.57542e-19,11.853,0.361164,-0.0157688,1308
11.8697,0.357101,0,11.8698,0.357113,-0.0155919,1309
11.8864,0.352977,2.68538e-19,11.8864,0.352998,-0.0154122,1310
11.9031,0.348761,2.68538e-19,11.9031,0.348783,-0.0152282,1311
11.9197,0.344441,2.7445e-19,11.9197,0.344464,-0.0150396,1312
11.9363,0.34001,2.92642e-19,11.9363,0.340034,-0.0148462,1313
11.9529,0.335461,-5.01317e-24,11.953,0.335487,-0.0146477,1314
11.9696,0.33079,-1.81967e-20,11.9696,0.330817,-0.0144438,1315
11.9862,0.325994,-2.88833e-19,11.9862,0.326018,-0.0142343,1316
12.0027,0.321093,-1.40457e-19,12.0028,0.321099,-0.0140195,1317
12.0192,0.31611,1.48376e-19,12.0192,0.31613,-0.0138026,1318
12.0355,0.311029,-1.34441e-19,12.0355,0.311051,-0.0135808,1319
12.0519,0.305833,-1.16212e-19,12.0519,0.305856,-0.013354,1320
12.0682,0.300514,1.75633e-19,12.0683,0.300538,-0.0131218,1321
12.0846,0.295066,1.57405e-19,12.0846,0.295091,-0.012884,1322
12.101,0.289484,-1.82504e-20,12.101,0.28951,-0.0126403,1323
12.1173,0.283762,-3.65091e-20,12.1173,0.283788,-0.0123904,1324
12.1336,0.277931,-1.72388e-19,12.1337,0.277922,-0.0121343,1325
12.1497,0.27203,-1.35858e-19,12.1497,0.272049,-0.0118779,1326
12.1657,0.266036,-1.61073e-19,12.1657,0.266056,-0.0116162,1327
12.1817,0.259916,-1.61054e-19,12.1817,0.259937,-0.0113491,1328
12.1977,0.253665,-1.05256e-23,12.1977,0.253686,-0.0110762,1329
12.2137,0.247275,1.91593e-19,12.2137,0.247297,-0.0107972,1330
12.2297,0.240742,2.28218e-19,12.2297,0.240765,-0.010512,1331
12.2457,0.234059,-1.35693e-23,12.2458,0.234082,-0.0102202,1332
12.2616,0.227255,8.70604e-20,12.2618,0.227243,-0.00992163,1333
12.2774,0.220386,1.05398e-19,12.2775,0.220385,-0.00962223,1334
12.293,0.213444,0,12.293,0.213458,-0.0093198,1335
12.3085,0.206385,1.34605e-19,12.3086,0.206399,-0.00901159,1336
12.3241,0.199188,1.44973e-20,12.3242,0.199202,-0.00869735,1337
12.3397,0.191847,4.26886e-21,12.3397,0.19186,-0.00837681,1338
12.3552,0.184356,1.05923e-19,12.3553,0.184369,-0.00804972,1339
12.3708,0.176709,-1.84527e-20,12.3709,0.176721,-0.00771582,1340
12.3863,0.16891,0,12.3864,0.168912,-0.00737486,1341
12.4017,0.161027,0,12.4019,0.160971,-0.00702813,1342
12.4169,0.153125,-1.59256e-19,12.4169,0.153124,-0.00668556,1343
12.4319,0.145145,-1.49961e-19,12.432,0.145143,-0.00633708,1344
12.4469,0.137025,-2.1018e-23,12.447,0.137021,-0.00598245,1345
12.462,0.128759,-1.86566e-20,12.462,0.128752,-0.00562143,1346
12.477,0.120342,5.03445e-20,12.4771,0.120331,-0.00525377,1347
12.492,0.111768,5.02822e-20,12.4921,0.111753,-0.00487923,1348
12.507,0.103032,-9.40278e-21,12.5071,0.103011,-0.00449755,1349
12.522,0.0941512,0,12.5222,0.0941003,-0.00410851,1350
12.5368,0.085196,-3.69382e-20,12.537,0.0851085,-0.00371592,1351
12.5513,0.0761817,-4.1746e-20,12.5514,0.0761503,-0.00332479,1352
12.5657,0.0670158,4.23901e-20,12.5658,0.0669549,-0.00292331,1353
12.58,0.0576659,4.71978e-20,12.5802,0.0575706,-0.00251359,1354
12.5944,0.0481832,2.87116e-20,12.5946,0.0480456,-0.00209772,1355
12.6087,0.0386221,5.29691e-20,12.609,0.0384283,-0.00167781,1356
12.623,0.0290459,-3.45197e-21,12.6235,0.0287667,-0.00125598,1357
12.6372,0.0195535,-2.9218e-20,12.6379,0.0191094,-0.000834333,1358
12.6507,0.0105902,-1.50848e-21,12.6523,0.00950436,-0.00041497,1359
12.6571,0.00633624,0,12.6667,0,0,1360
10.0172,0.470956,-1.76722e-16,10.0172,0.470956,0.0205624,1361
10.0345,0.470956,2.3525e-19,10.0345,0.470956,0.0205624,1362
10.0517,0.470957,3.53751e-16,10.0517,0.470957,0.0205624,1363
10.0689,0.470957,1.76359e-16,10.0689,0.470957,0.0205624,1364
10.0861,0.470957,-1.77355e-16,10.0861,0.470957,0.0205624,1365
10.1034,0.470956,-1.76993e-16,10.1034,0.470956,0.0205624,1366
10.1206,0.470955,-4.34694e-19,10.1206,0.470955,0.0205623,1367
10.1378,0.470952,-3.98554e-19,10.1378,0.470952,0.0205622,1368
10.155,0.47095,0,10.155,0.47095,0.0205621,1369
10.1723,0.470947,-3.61402e-20,10.1723,0.470947,0.020562,1370
10.1895,0.470944,-3.61402e-20,10.1895,0.470945,0.0205619,1371
10.2067,0.47094,3.61403e-20,10.2067,0.470941,0.0205617,1372
10.2239,0.470935,3.61403e-20,10.2239,0.470935,0.0205615,1373
10.2412,0.470926,0,10.2412,0.470927,0.0205611,1374
10.2584,0.470915,-1.76776e-16,10.2584,0.470916,0.0205606,1375
10.2756,0.470901,-3.04138e-20,10.2756,0.470901,0.02056,1376
10.2928,0.470885,3.53334e-16,10.2928,0.470886,0.0205593,1377
10.3101,0.470868,2.94873e-20,10.3101,0.470869,0.0205586,1378
10.3273,0.470849,-1.76124e-16,10.3273,0.47085,0.0205578,1379
10.3445,0.470826,4.70934e-19,10.3445,0.470827,0.0205568,1380
10.3618,0.470799,5.98046e-19,10.3618,0.4708,0.0205556,1381
10.379,0.470766,5.98047e-19,10.379,0.470767,0.0205541,1382
10.3962,0.470726,1.7649e-16,10.3962,0.470727,0.0205524,1383
10.4134,0.470681,-2.17304e-19,10.4134,0.470681,0.0205504,1384
10.4307,0.470632,-1.76907e-16,10.4307,0.470633,0.0205483,1385
10.4479,0.470578,-2.71709e-19,10.4479,0.47058,0.020546,1386
10.4651,0.47052,3.62806e-19,10.4651,0.470521,0.0205434,1387
10.4823,0.470453,4.35091e-19,10.4823,0.470456,0.0205405,1388
10.4996,0.470378,-1.76318e-16,10.4996,0.470381,0.0205373,1389
10.5168,0.470293,6.99199e-20,10.5168,0.470296,0.0205336,1390
10.534,0.470196,1.76025e-16,10.534,0.470198,0.0205293,1391
10.5512,0.470091,-4.3539e-19,10.5512,0.470092,0.0205247,1392
10.5685,0.469978,3.23117e-25,10.5685,0.46998,0.0205198,1393
10.5857,0.469856,-4.03897e-25,10.5857,0.469859,0.0205145,1394
10.6029,0.469724,-1.76284e-16,10.6029,0.469727,0.0205087,1395
10.6201,0.46958,-1.76284e-16,10.6201,0.469584,0.0205025,1396
10.6374,0.469421,3.52093e-16,10.6374,0.469425,0.0204955,1397
10.6546,0.469245,3.52093e-16,10.6546,0.46925,0.0204879,1398
10.6718,0.469054,-1.75754e-16,10.6718,0.469057,0.0204795,1399
10.689,0.468848,-1.75718e-16,10.689,0.468851,0.0204705,1400
10.7063,0.468631,0,10.7063,0.468634,0.020461,1401
10.7235,0.468399,4.36982e-19,10.7235,0.468403,0.0204509,1402
10.7407,0.468151,4.36982e-19,10.7407,0.468156,0.0204401,1403
10.7579,0.467883,1.75522e-16,10.7579,0.467889,0.0204285,1404
10.7752,0.467594,2.5677e-19,10.7752,0.4676,0.0204159,1405
10.7924,0.467282,-1.75265e-16,10.7924,0.467288,0.0204022,1406
10.8096,0.466946,-3.61538e-20,10.8096,0.466951,0.0203875,1407
10.8268,0.466592,-2.37385e-19,10.8268,0.466597,0.0203721,1408
10.8441,0.466219,-1.65076e-19,10.8441,0.466225,0.0203558,1409
10.8613,0.465825,2.73871e-19,10.8613,0.465831,0.0203386,1410
10.8785,0.465407,2.37716e-19,10.8785,0.465414,0.0203204,1411
10.8957,0.464961,-2.01929e-19,10.8957,0.464969,0.020301,1412
10.9129,0.464486,-5.70031e-19,10.9129,0.464494,0.0202802,1413
10.9302,0.463979,-3.68103e-19,10.9302,0.463986,0.0202581,1414
10.9474,0.463442,0,10.9474,0.463448,0.0202346,1415
10.9646,0.46288,-2.02903e-19,10.9646,0.462886,0.02021,1416
10.9818,0.462291,-2.39067e-19,10.9818,0.462298,0.0201844,1417
10.999,0.461672,1.72835e-16,10.999,0.46168,0.0201574,1418
11.0162,0.461021,-1.05495e-19,11.0162,0.46103,0.020129,1419
11.0334,0.460332,-1.72773e-16,11.0334,0.460342,0.020099,1420
11.0507,0.459604,2.40163e-19,11.0507,0.459615,0.0200672,1421
11.0679,0.458835,2.04793e-19,11.0679,0.458844,0.0200336,1422
11.0851,0.45803,3.37594e-19,11.0851,0.458038,0.0199984,1423
11.1023,0.45719,3.38305e-19,11.1023,0.457199,0.0199618,1424
11.1195,0.456316,-2.42439e-19,11.1195,0.456325,0.0199236,1425
11.1367,0.455401,-4.47951e-19,11.1367,0.455412,0.0198837,1426
11.1539,0.454443,-7.23581e-20,11.1539,0.454455,0.0198419,1427
11.1711,0.453438,-3.61801e-20,11.1711,0.45345,0.0197981,1428
11.1883,0.452381,-1.69427e-16,11.1883,0.452395,0.019752,1429
11.2055,0.451275,-6.54862e-19,11.2055,0.451285,0.0197035,1430
11.2226,0.450124,1.68772e-16,11.2226,0.450135,0.0196533,1431
11.2398,0.44893,1.68145e-16,11.2398,0.448942,0.0196012,1432
11.257,0.44769,1.03039e-18,11.257,0.447702,0.0195471,1433
11.2742,0.446399,-1.67115e-16,11.2742,0.446412,0.0194908,1434
11.2913,0.445053,2.11105e-19,11.2914,0.445067,0.019432,1435
11.3085,0.443647,-1.65182e-16,11.3085,0.443663,0.0193707,1436
11.3257,0.442179,-3.38562e-19,11.3257,0.442194,0.0193066,1437
11.3429,0.440652,1.65055e-16,11.3429,0.440664,0.0192398,1438
11.36,0.439071,3.62074e-20,11.36,0.439084,0.0191708,1439
11.3771,0.437437,-2.66895e-24,11.3771,0.437451,0.0190995,1440
11.3943,0.435744,2.89513e-24,11.3943,0.435759,0.0190256,1441
11.4114,0.433988,-3.60796e-19,11.4114,0.434004,0.018949,1442
11.4285,0.432164,-3.97009e-19,11.4285,0.432182,0.0188695,1443
11.4457,0.430268,0,11.4457,0.430287,0.0187867,1444
11.4628,0.428298,4.39744e-19,11.4628,0.428315,0.0187006,1445
11.4799,0.42626,2.1871e-19,11.4799,0.426275,0.0186115,1446
11.497,0.424159,-2.21034e-19,11.497,0.424175,0.0185199,1447
11.514,0.421992,3.62361e-20,11.514,0.422009,0.0184253,1448
11.5311,0.419754,7.2476e-20,11.5311,0.419772,0.0183276,1449
11.5482,0.417439,7.24839e-20,11.5482,0.417459,0.0182266,1450
11.5653,0.415044,3.6244e-20,11.5653,0.415064,0.0181221,1451
11.5823,0.412562,4.1909e-19,11.5823,0.412583,0.0180138,1452
11.5994,0.409995,3.82833e-19,11.5994,0.410011,0.0179015,1453
11.6164,0.407353,-7.25177e-20,11.6164,0.40737,0.0177862,1454
11.6333,0.404638,-7.25261e-20,11.6334,0.404656,0.0176677,1455
11.6503,0.401843,-3.62652e-20,11.6503,0.401863,0.0175457,1456
11.6673,0.398964,-3.6275e-20,11.6673,0.398985,0.0174201,1457
11.6843,0.395996,-3.6275e-20,11.6843,0.396018,0.0172905,1458
11.7012,0.392932,-3.62861e-20,11.7013,0.392955,0.0171568,1459
11.7182,0.389768,-3.62861e-20,11.7182,0.389791,0.0170187,1460
11.7351,0.38651,4.89627e-19,11.7352,0.386525,0.016876,1461
11.752,0.383171,7.36364e-19,11.752,0.38319,0.0167304,1462
11.7688,0.379748,-2.14417e-19,11.7689,0.379768,0.016581,1463
11.7857,0.376233,-4.61154e-19,11.7857,0.376255,0.0164276,1464
11.8025,0.372621,-2.52955e-19,11.8025,0.372644,0.01627,1465
11.8193,0.368904,-2.52955e-19,11.8193,0.368928,0.0161078,1466
11.8362,0.365079,-2.57542e-19,11.8362,0.365104,0.0159408,1467
11.853,0.36114,-2.57542e-19,11.853,0.361164,0.0157688,1468
11.8697,0.357101,0,11.8698,0.357113,0.0155919,1469
11.8864,0.352977,2.68538e-19,11.8864,0.352998,0.0154122,1470
11.9031,0.348761,2.68538e-19,11.9031,0.348783,0.0152282,1471
11.9197,0.344441,2.7445e-19,11.9197,0.344464,0.0150396,1472
11.9363,0.34001,2.92642e-19,11.9363,0.340034,0.0148462,1473
11.9529,0.335461,-5.01317e-24,11.953,0.335487,0.0146477,1474
11.9696,0.33079,-1.81967e-20,11.9696,0.330817,0.0144438,1475
11.9862,0.325994,-2.88833e-19,11.9862,0.326018,0.0142343,1476
12.0027,0.321093,-1.40457e-19,12.0028,0.321099,0.0140195,1477
12.0192,0.31611,1.48376e-19,12.0192,0.31613,0.0138026,1478
12.0355,0.311029,-1.34441e-19,12.0355,0.311051,0.0135808,1479
12.0519,0.305833,-1.16212e-19,12.0519,0.305856,0.013354,1480
12.0682,0.300514,1.75633e-19,12.0683,0.300538,0.0131218,1481
12.0846,0.295066,1.57405e-19,12.0846,0.295091,0.012884,1482
12.101,0.289484,-1.82504e-20,12.101,0.28951,0.0126403,1483
12.1173,0.283762,-3.65091e-20,12.1173,0.283788,0.0123904,1484
12.1336,0.277931,-1.72388e-19,12.1337,0.277922,0.0121343,1485
12.1497,0.27203,-1.35858e-19,12.1497,0.272049,0.0118779,1486
12.1657,0.266036,-1.61073e-19,12.1657,0.266056,0.0116162,1487
12.1817,0.259916,-1.61054e-19,12.1817,0.259937,0.0113491,1488
12.1977,0.253665,-1.05256e-23,12.1977,0.253686,0.0110762,1489
12.2137,0.247275,1.91593e-19,12.2137,0.247297,0.0107972,1490
12.2297,0.240742,2.28218e-19,12.2297,0.240765,0.010512,1491
12.2457,0.234059,-1.35693e-23,12.2458,0.234082,0.0102202,1492
12.2616,0.227255,8.70604e-20,12.2618,0.227243,0.00992163,1493
12.2774,0.220386,1.05398e-19,12.2775,0.220385,0.00962223,1494
12.293,0.213444,0,12.293,0.213458,0.0093198,1495
12.3085,0.206385,1.34605e-19,12.3086,0.206399,0.00901159,1496
12.3241,0.199188,1.44973e-20,12.3242,0.199202,0.00869735,1497
12.3397,0.191847,4.26886e-21,12.3397,0.19186,0.00837681,1498
12.3552,0.184356,1.05923e-19,12.3553,0.184369,0.00804972,1499
12.3708,0.176709,-1.84527e-20,12.3709,0.176721,0.00771582,1500
12.3863,0.16891,0,12.3864,0.168912,0.00737486,1501
12.4017,0.161027,0,12.4019,0.160971,0.00702813,1502
12.4169,0.153125,-1.59256e-19,12.4169,0.153124,0.00668556,1503
12.4319,0.145145,-1.49961e-19,12.432,0.145143,0.00633708,1504
12.4469,0.137025,-2.1018e-23,12.447,0.137021,0.00598245,1505
12.462,0.128759,-1.86566e-20,12.462,0.128752,0.00562143,1506
12.477,0.120342,5.03445e-20,12.4771,0.120331,0.00525377,1507
12.492,0.111768,5.02822e-20,12.4921,0.111753,0.00487923,1508
12.507,0.103032,-9.40278e-21,12.5071,0.103011,0.00449755,1509
12.522,0.0941512,0,12.5222,0.0941003,0.00410851,1510
12.5368,0.085196,-3.69382e-20,12.537,0.0851085,0.00371592,1511
12.5513,0.0761817,-4.1746e-20,12.5514,0.0761503,0.00332479,1512
12.5657,0.0670158,4.23901e-20,12.5658,0.0669549,0.00292331,1513
12.58,0.0576659,4.71978e-20,12.5802,0.0575706,0.00251359,1514
12.5944,0.0481832,2.87116e-20,12.5946,0.0480456,0.00209772,1515
12.6087,0.0386221,5.29691e-20,12.609,0.0384283,0.00167781,1516
12.623,0.0290459,-3.45197e-21,12.6235,0.0287667,0.00125598,1517
12.6372,0.0195535,-2.9218e-20,12.6379,0.0191094,0.000834333,1518
12.6507,0.0105902,-1.50848e-21,12.6523,0.00950436,0.00041497,1519
