RXX,RXY,RXZ,RYY,RYZ,RZZ
1.731924807999999944e-03,2.724081149999999993e-04,8.953101102999999753e-07,2.489338807000000039e-03,6.241211656000000204e-07,7.280316434999999997e-05
1.750212396000000057e-03,3.010419686000000042e-04,4.150233616000000061e-07,2.483193517999999957e-03,2.893130113999999851e-07,9.209356271999999486e-04
1.765680564000000072e-03,3.285175909999999821e-04,3.353690855999999911e-08,2.478044274000000199e-03,1.196372976999999919e-08,1.573920163999999915e-03
1.762373692000000075e-03,3.464395142999999750e-04,4.750081114000000264e-07,2.472505363000000126e-03,1.694511785000000120e-07,5.611779644000000145e-04
1.769591630999999910e-03,3.677136401000000035e-04,5.096681865000000229e-07,2.464950128999999959e-03,1.818155790999999948e-07,5.047264788000000195e-04
1.789645663000000034e-03,3.930761228999999799e-04,4.818007371000000212e-08,2.454935782000000014e-03,1.718743337999999982e-08,1.614570289999999993e-03
1.787780404999999998e-03,4.111705488999999785e-04,2.839390890000000174e-07,2.448369783000000060e-03,-2.573739481000000155e-09,8.862366524000000068e-04
1.787059818999999893e-03,4.290539170999999865e-04,4.918147378000000524e-07,2.440331818000000211e-03,-4.458008976000000230e-09,2.743333705999999924e-04
1.806475987000000054e-03,4.519566880000000096e-04,8.982687231999999464e-08,2.427091676000000045e-03,-8.142273351000000439e-10,1.500026287999999940e-03
1.806145069000000044e-03,4.700608251999999752e-04,2.284726664999999918e-07,2.418429802999999979e-03,-6.638526630000000568e-08,9.879013359999999720e-04
1.803402290000000099e-03,4.874093387999999991e-04,4.330127459999999928e-07,2.409291519000000131e-03,-1.258166541000000048e-07,2.869570751999999921e-04
1.821747896999999965e-03,5.091714625999999673e-04,5.049745567999999716e-08,2.393875052999999958e-03,-1.467259561000000007e-08,1.614455424999999920e-03
1.818350681999999921e-03,5.270291062000000051e-04,2.727367717000000238e-07,2.385084219999999977e-03,-1.020296447000000053e-07,8.294282670999999964e-04
1.820007627000000102e-03,5.461973700000000414e-04,3.438978597000000099e-07,2.374038791000000065e-03,-1.286506994000000051e-07,5.787106676999999658e-04
1.835669336000000018e-03,5.684094343000000143e-04,1.095018590999999998e-08,2.358643273999999884e-03,-3.655320047000000135e-08,1.785939066000000013e-03
1.828019588999999986e-03,5.872299739000000178e-04,4.435931486999999932e-07,2.352586623999999935e-03,-1.095124722999999982e-07,3.388365052000000179e-04
1.841137772000000020e-03,6.110236112000000429e-04,1.686079237999999957e-07,2.339247392000000196e-03,-4.162523847000000091e-08,1.229293161000000016e-03
1.847106695000000093e-03,6.341684229999999941e-04,2.408033330999999745e-07,2.331087043000000178e-03,3.090123981999999908e-09,1.082301458000000044e-03
1.851725770999999984e-03,6.586554521999999539e-04,4.193461173000000143e-07,2.325902463999999798e-03,5.381285538000000239e-09,5.667879006999999554e-04
1.870139098000000088e-03,6.872415336000000166e-04,3.584357761000000239e-08,2.317080326000000006e-03,1.156729918000000003e-08,1.671561677999999903e-03
1.873802093999999991e-03,7.139175945999999898e-04,6.693470584999999655e-07,2.321593460000000164e-03,2.160090646999999980e-07,8.125096265000000676e-05
1.902539245000000072e-03,7.492865366000000518e-04,1.075788827999999957e-07,2.318838108000000151e-03,-1.166707431000000021e-07,1.759676995000000093e-03
1.916068598999999930e-03,7.803791993999999741e-04,6.891282051999999679e-07,2.332129521000000146e-03,4.406233448000000050e-07,2.045058121999999989e-04
1.954413304999999979e-03,8.222689147000000103e-04,5.173745309000000099e-08,2.342223501000000215e-03,-2.153582878999999861e-08,1.771454096000000047e-03
1.981997769000000062e-03,8.593031642000000143e-04,7.309419489999999819e-07,2.368431539999999846e-03,6.951914002999999749e-07,2.175683633999999939e-04
2.035807328000000145e-03,9.086224360999999592e-04,1.823956315999999959e-07,2.396200011000000196e-03,2.566881911000000149e-08,1.800147346999999903e-03
2.081685153000000042e-03,9.518676357000000312e-04,8.219162925999999570e-07,2.440534947999999961e-03,1.019157666999999983e-06,8.718806846999999386e-05
2.156861969999999962e-03,1.009421294000000056e-03,1.281103687000000037e-08,2.490685024000000199e-03,7.674747584000000770e-09,1.847904358999999906e-03
2.233378036000000129e-03,1.064575103999999914e-03,4.643859343999999924e-07,2.559002289000000038e-03,7.118325608000000243e-07,8.532417017999999751e-04
2.328360155000000053e-03,1.123957737999999951e-03,3.143165855000000264e-07,2.636146287999999952e-03,6.466842663999999615e-07,1.022900078000000103e-03
2.445264872999999926e-03,1.185028102000000106e-03,1.333043300999999882e-07,2.729575227000000104e-03,1.815109031000000037e-07,2.019293574000000004e-03
2.565566717000000198e-03,1.241478586999999892e-03,3.813914569000000252e-07,2.832564638000000141e-03,1.067606384999999925e-06,5.242496969000000166e-04
2.709684098000000006e-03,1.306865752999999963e-03,1.959688813999999980e-07,2.951584044999999972e-03,6.032990033999999726e-07,1.181004993999999969e-03
2.866921408999999806e-03,1.375976718000000059e-03,2.891044990999999979e-07,3.084066290000000033e-03,5.423987591000000061e-07,2.236163424999999816e-03
3.023690256000000163e-03,1.445719403999999944e-03,1.156550002000000024e-07,3.219655614999999797e-03,2.224172898999999972e-07,2.330054818000000007e-03
3.178227029999999929e-03,1.514045134999999999e-03,2.150399214999999851e-08,3.352598242999999933e-03,4.032096019999999810e-08,2.386339132999999810e-03
3.292736653000000093e-03,1.564036905000000055e-03,9.655418680999999707e-08,3.446838510999999938e-03,3.966904248000000036e-07,1.784047152000000074e-04
3.363092417999999882e-03,1.589086592999999987e-03,-4.065960329000000172e-10,3.482497404999999879e-03,1.591636013999999838e-08,1.771945959000000102e-03
3.272030733000000097e-03,1.537148128000000039e-03,-4.049351717000000226e-08,3.346119040000000103e-03,-8.925037627000000642e-08,6.947283731000000392e-04
1.581232136000000014e-03,-4.552828046999999895e-04,2.080704311000000064e-07,1.597268651999999992e-03,-1.032129708999999915e-06,1.074133497999999972e-04
1.555117768999999921e-03,-4.568227784000000128e-04,3.989800992999999902e-07,1.619874514999999991e-03,-1.856872178999999941e-06,2.328521426999999888e-05
1.531011782999999998e-03,-4.583896869999999841e-04,1.078386157000000019e-07,1.630932981000000068e-03,-5.018859978999999696e-07,1.321958671000000006e-04
1.508456982000000012e-03,-4.609464764000000166e-04,4.609848124999999765e-07,1.646909723999999929e-03,-2.006099762999999826e-06,2.364731010999999918e-04
1.508681701000000016e-03,-4.461798849000000078e-04,1.599911673999999916e-06,1.645310986000000052e-03,-1.820378524999999995e-07,2.416164824999999952e-05
1.467212569999999964e-03,-4.671986470999999895e-04,3.449062153999999974e-07,1.688289528999999990e-03,-1.414186037999999908e-06,4.433949301000000062e-04
1.478860717999999977e-03,-4.470613383999999784e-04,2.041382676999999791e-06,1.684393031000000051e-03,1.631567529999999872e-07,1.066728382999999983e-04
1.431111282000000059e-03,-4.744581419000000271e-04,1.562452631999999984e-07,1.740165480999999927e-03,-6.012047696999999903e-07,6.448170175000000415e-04
1.459389349000000079e-03,-4.455102198999999919e-04,2.707906369000000070e-06,1.728603441999999966e-03,7.489203677000000117e-07,1.161252421000000040e-04
1.400744830999999923e-03,-4.820312251000000072e-04,5.482232219999999963e-08,1.800962713000000106e-03,-1.975062721999999927e-07,8.425367455999999925e-04
1.452554789000000098e-03,-4.399013136999999790e-04,3.059580899000000169e-06,1.774297379999999983e-03,1.432511991000000030e-06,2.054144572000000021e-05
1.386595081999999904e-03,-4.816984385000000046e-04,1.193040247999999888e-07,1.860309994000000026e-03,5.585877662999999690e-08,8.888883098000000026e-04
1.432330852999999949e-03,-4.473010024000000041e-04,1.933526216999999912e-06,1.844203976999999987e-03,1.244532386999999964e-06,1.824846927999999955e-04
1.395889508999999902e-03,-4.682829585000000054e-04,2.511178669000000113e-07,1.908491322000000021e-03,1.616343836000000131e-07,6.635295348000000166e-04
1.406704188000000057e-03,-4.587462165999999820e-04,5.426460957999999882e-07,1.928452551999999950e-03,4.307174852000000072e-07,4.739306822000000064e-04
1.413839773000000015e-03,-4.514762730999999970e-04,6.451665624999999708e-07,1.955769026999999889e-03,5.120916220000000356e-07,3.551939262000000088e-04
1.403123023999999948e-03,-4.553045261999999851e-04,1.831309012999999972e-07,2.000924297999999955e-03,-6.401418816000000308e-07,4.943363498999999838e-04
1.435145568999999979e-03,-4.338541951000000224e-04,1.126418830999999939e-06,2.005837810000000131e-03,1.021910347999999962e-06,2.334666242000000007e-05
1.413849640000000053e-03,-4.426089860000000055e-04,2.755048109000000119e-07,2.065937233999999827e-03,-7.311936055999999961e-07,3.359775425999999773e-04
1.419131216999999908e-03,-4.355079782000000218e-04,1.506445541999999968e-07,2.099294198999999885e-03,-3.998127449999999830e-07,2.576512636000000264e-04
1.424903971999999953e-03,-4.280918926000000079e-04,6.746728326000000449e-08,2.134686370000000045e-03,-1.298242519000000042e-07,1.839231928999999902e-04
1.430204460999999917e-03,-4.190611133999999800e-04,7.042935590999999769e-07,2.170992715999999802e-03,-1.355240347999999996e-06,1.120604353000000060e-04
1.435504949000000101e-03,-4.100303342000000064e-04,1.931165314999999893e-07,2.207299060999999996e-03,-3.716054364000000246e-07,4.019767776000000034e-05
1.440681814000000080e-03,-3.993894563999999810e-04,4.250647710999999865e-07,2.245730994999999963e-03,-5.679643290999999605e-07,3.535717804000000001e-05
1.445822606999999996e-03,-3.877364488000000007e-04,7.437150928000000423e-07,2.285653815000000116e-03,-9.937394779999999626e-07,9.933838756999999534e-05
1.450965567999999923e-03,-3.761433601000000100e-04,5.080853352999999826e-08,2.324826484000000124e-03,3.732333113999999845e-09,1.495553554999999894e-04
1.454612494000000070e-03,-3.609766890000000060e-04,4.820116897000000436e-07,2.365108621999999997e-03,-4.386111944999999735e-07,2.254385442999999882e-04
1.458566250999999980e-03,-3.451675214000000090e-04,6.714337548000000498e-07,2.406803375000000130e-03,-6.109776330000000254e-07,2.824607902000000003e-04
1.463576118000000032e-03,-3.284555207999999803e-04,8.240509048000000341e-07,2.442514651999999793e-03,6.682543200000000156e-09,1.133333996000000018e-04
1.464105284999999996e-03,-3.087613216000000015e-04,3.602991451000000074e-07,2.486915038999999977e-03,-2.250423234999999933e-07,4.002774638000000228e-04
1.466303907000000026e-03,-2.870491835999999992e-04,7.456855662000000017e-07,2.529296873999999865e-03,-4.657541234000000057e-07,4.498605982999999897e-04
1.470121605999999978e-03,-2.644179280999999827e-04,9.158596283999999511e-07,2.564313705000000141e-03,-1.010111340999999951e-07,2.208450051999999940e-04
1.468747203999999900e-03,-2.398316081999999944e-04,1.831576785000000031e-07,2.605155320000000080e-03,-2.020065548999999957e-08,5.034602791000000093e-04
1.470159825999999914e-03,-2.087935773999999962e-04,1.181294184999999999e-06,2.639909716999999916e-03,-8.008815190999999818e-07,6.028723892999999622e-04
1.473493266000000003e-03,-1.766478716000000103e-04,4.582539612999999977e-07,2.668640440999999874e-03,-5.709909555999999866e-08,4.679650465999999915e-04
1.475265906999999972e-03,-1.441664658999999914e-04,1.146590274999999938e-06,2.695141086999999942e-03,-1.428667795999999940e-07,2.512604241000000217e-04
1.470658658000000094e-03,-1.116978390999999980e-04,4.967280401999999494e-07,2.734418169999999933e-03,-5.157180832999999548e-07,7.459918965999999671e-04
1.476698278999999999e-03,-7.220667597999999565e-05,2.080571169000000007e-07,2.747612867999999972e-03,-2.160111950000000070e-07,7.797290197000000421e-04
1.493380584999999929e-03,-3.036152213999999833e-05,1.135548921000000083e-06,2.731113294999999979e-03,3.122397086000000184e-07,1.597343466000000019e-04
1.494543601000000070e-03,5.868403825999999697e-06,5.738577803999999524e-07,2.749842586999999994e-03,1.577925730999999968e-07,5.557744846999999530e-04
1.497989644999999943e-03,4.181048844999999829e-05,7.415380410000000487e-07,2.763755855000000171e-03,-1.135219714999999995e-06,9.429768070000000202e-04
1.512871540000000061e-03,7.910420321999999836e-05,2.614432123000000070e-07,2.750689099000000210e-03,2.840386864999999942e-07,7.393099831000000130e-04
1.535563678000000098e-03,1.159296577000000061e-04,1.113071110000000004e-06,2.717170734000000192e-03,1.209269321000000000e-06,1.616749166000000130e-05
1.544982379000000086e-03,1.468097259999999959e-04,3.509165427999999849e-07,2.714570118999999875e-03,3.812448333000000116e-07,7.831895890000000306e-04
1.556527881999999986e-03,1.779829814000000079e-04,4.566344883999999881e-07,2.708162424000000110e-03,-9.085457139999999831e-07,1.145919483000000039e-03
1.572198023000000036e-03,2.089339629000000096e-04,4.110773096000000017e-07,2.691025279999999850e-03,6.409178350999999479e-07,6.438966157000000200e-04
1.588184393000000028e-03,2.385755229000000044e-04,7.873276532000000492e-07,2.671870328999999787e-03,1.227536337000000099e-06,1.985608800000000036e-04
1.600260066000000004e-03,2.642118873999999809e-04,1.297574822000000066e-07,2.661354678000000216e-03,2.023071638000000088e-07,1.109760500999999950e-03
1.612773726999999985e-03,2.908046793999999931e-04,3.533340019000000314e-08,2.650226280000000066e-03,5.521756304999999904e-08,1.234546967000000033e-03
1.628209463999999917e-03,3.167988055999999830e-04,5.611096077000000220e-07,2.629302409000000128e-03,8.768786749999999592e-07,2.951486046000000160e-04
1.639995013999999939e-03,3.402299595000000130e-04,3.456493385999999792e-07,2.615026264000000142e-03,5.401663593999999534e-07,7.282055135999999842e-04
1.650259429000000078e-03,3.628150473000000186e-04,2.064311546999999987e-07,2.603651435999999788e-03,-5.973895863000000231e-07,1.391119682000000000e-03
1.663025346999999965e-03,3.856848994000000217e-04,3.230099313000000048e-07,2.585188869999999976e-03,4.773829968999999483e-07,6.176450219000000422e-04
1.674092761000000066e-03,4.072805004000000181e-04,3.792833696999999762e-07,2.567900741000000205e-03,5.605506647000000449e-07,5.013393886999999811e-04
1.681861541999999992e-03,4.274078929000000139e-04,1.253641930999999905e-07,2.555604822000000134e-03,-4.297325486999999942e-07,1.445666891000000091e-03
1.692660947000000030e-03,4.482477201999999854e-04,2.369546777999999998e-07,2.537547493000000005e-03,3.139987044000000230e-07,7.400596547999999716e-04
1.702319611000000042e-03,4.684709078000000131e-04,3.219380864000000083e-07,2.519232746000000210e-03,4.266138274000000254e-07,4.957611989000000391e-04
1.707999863999999993e-03,4.877080503999999830e-04,1.428759240999999990e-07,2.506001054000000106e-03,-5.381652540000000497e-07,1.467619644999999893e-03
1.718061185000000022e-03,5.076932889999999626e-04,2.526843208000000242e-07,2.487264872999999862e-03,2.911234789999999962e-07,6.176037247999999549e-04
1.725598335000000025e-03,5.276317491999999755e-04,2.126240421000000005e-07,2.470186521000000170e-03,2.449691007999999806e-07,7.544802055999999969e-04
1.730609847000000008e-03,5.473959565999999503e-04,5.383621255000000055e-08,2.456463584000000144e-03,-1.979890140000000114e-07,1.463857605000000017e-03
1.742590693000000074e-03,5.687322698000000110e-04,3.733748959999999866e-07,2.436890565000000061e-03,3.837222009999999878e-07,1.746179932999999897e-04
1.747334215999999914e-03,5.900927867000000260e-04,2.824232999000000018e-08,2.423903409999999918e-03,2.902500714000000013e-08,1.359292178999999944e-03
1.756994903000000082e-03,6.126458005000000404e-04,1.568246228999999904e-07,2.409736284000000162e-03,1.572844406999999940e-07,9.278107210999999655e-04
1.768470579999999919e-03,6.369683432000000124e-04,2.289413357000000012e-07,2.396306828000000118e-03,2.296126033000000070e-07,6.844500996999999592e-04
1.776783323000000105e-03,6.619962773000000016e-04,4.751898082000000038e-08,2.387325376999999832e-03,-1.092320983000000049e-07,1.427023272999999913e-03
1.795917088000000038e-03,6.899367130000000131e-04,4.078501223999999886e-07,2.377719097999999968e-03,4.408005225999999877e-07,1.765703782999999939e-04
1.808881240999999935e-03,7.198063619999999895e-04,2.787120999000000115e-07,2.375596996000000141e-03,-4.090074747000000216e-07,1.412972622000000086e-03
1.834364122999999945e-03,7.518914607000000416e-04,4.526916933000000244e-07,2.374287153999999917e-03,5.618003285000000416e-07,1.267132356999999953e-04
1.856768315999999999e-03,7.874293170999999841e-04,2.681844388999999971e-07,2.382151354000000207e-03,-1.995640300999999975e-07,1.404642760999999995e-03
1.892311754000000059e-03,8.248954123999999687e-04,4.438055495000000040e-07,2.392924954999999920e-03,6.524059400000000459e-07,1.974832899000000081e-04
1.929315336999999977e-03,8.675759543000000117e-04,3.971475939999999868e-07,2.415468194000000134e-03,-5.664400329999999694e-08,1.405177282000000033e-03
1.980623489000000147e-03,9.110703170999999477e-04,4.985456319000000427e-07,2.442499794000000182e-03,8.715263838999999602e-07,4.960551684999999704e-05
2.036183443999999964e-03,9.610897365000000249e-04,3.070267964000000214e-07,2.485086499999999803e-03,1.103278116000000065e-07,1.416522781000000052e-03
2.108943553999999797e-03,1.012997493000000054e-03,2.370723993999999919e-07,2.535853305999999883e-03,5.058231074000000400e-07,7.247856778999999493e-04
2.190051343000000081e-03,1.068980686000000051e-03,7.608442219999999386e-08,2.599394119000000055e-03,2.280480684999999887e-07,1.125154848000000036e-03
2.291211399000000169e-03,1.125808934000000015e-03,2.849742274000000043e-07,2.677604146999999941e-03,3.408273113999999820e-07,1.499310932999999967e-03
2.406673338000000183e-03,1.180020724000000083e-03,2.141378652000000114e-07,2.761859130000000103e-03,8.701109764000000274e-07,2.494480738000000070e-04
2.537343610999999791e-03,1.240833862000000022e-03,2.362094157000000029e-08,2.868604363000000143e-03,9.474448875999999555e-08,1.394047588000000074e-03
2.684610355999999913e-03,1.305911945000000005e-03,5.494681474000000442e-07,2.987010341999999947e-03,9.636724839000000417e-07,1.610850196999999906e-03
2.840333234999999935e-03,1.374373437999999899e-03,5.122792368999999953e-08,3.114283505999999955e-03,1.960940591000000061e-07,1.323382346000000036e-03
2.983932885999999833e-03,1.436748073999999983e-03,1.834101717999999977e-07,3.230683463000000137e-03,7.307527623999999960e-07,1.140848918999999958e-04
3.151168112000000184e-03,1.510998974999999949e-03,7.619639221000000360e-09,3.373055892000000142e-03,3.402110434000000187e-08,1.642264443000000015e-03
3.279730462000000121e-03,1.565446672999999981e-03,5.933106319999999735e-08,3.471227979999999894e-03,9.053943839000000355e-08,1.735130728999999998e-03
3.352685836999999905e-03,1.591342863999999947e-03,-5.186697434999999811e-08,3.502444806000000205e-03,-2.115703318000000044e-07,1.722392017000000039e-03
3.290538731000000085e-03,1.550653673000000057e-03,-2.890342370999999739e-07,3.383199999999999836e-03,-7.025886728999999758e-07,1.640230271999999897e-03
1.468014131000000035e-03,-3.802841705999999945e-04,1.952427726000000136e-08,2.269287355999999919e-03,-1.016259967999999959e-06,1.540783233999999874e-04
1.437255746999999964e-03,-3.737311176000000269e-04,3.835090928999999815e-08,2.217474375999999893e-03,-1.097733450000000097e-06,2.055222006999999967e-05
1.412781873000000087e-03,-3.677842747000000120e-04,1.487272873999999946e-07,2.183076340999999879e-03,-2.227164716999999845e-06,1.119085895000000025e-04
1.391206023999999987e-03,-3.620672076999999819e-04,1.732315081000000093e-07,2.157546035000000063e-03,-2.053109707999999939e-06,2.280591206000000043e-04
1.374771064000000070e-03,-3.575248597000000054e-04,5.122036815000000078e-07,2.135739325000000216e-03,-2.590293470999999928e-07,2.410253695000000047e-04
1.361143983999999960e-03,-3.516230344000000107e-04,2.111110829000000052e-07,2.131234629000000168e-03,-8.497778507999999468e-08,4.086113626999999930e-04
1.350304962999999926e-03,-3.477738294000000201e-04,1.133825990999999998e-07,2.130447689000000006e-03,-1.008507643999999946e-06,5.543289510999999548e-04
