# Large body (blockage 3/9) 
#
# The file contains PIV data for a turbulent pipe flow past a body of revolution on the centerline.
# Geometry of the body and details of the experiment can be found in:  
#
#   L. Ding, T. Saxton-Fox, M. Hultmark, and A. J. Smits 
#   Effects of pressure gradients and streamline curvature on the statistics of a turbulent pipe flow. 
#   In 11th International Symposium on Turbulence and Shear Flow Phenomena, Southampton, UK, 2019 
#
# Paramters of the fully-developed pipe flow upstream of the body: 
#
#   Pipe diameter, D = 38.1 mm 
#   Bulk velocity, Ub = 4.1 m/s 
#   Friction velocity, utau = 0.186 m/s 
#   Kinematic viscosity, nu = 1.0035e-06 m^2/s 
#   Bulk Reynolds number, Re_D = 156,000 
#   Friction Reynolds number, Re_tau = 3,550 
#
# In the data below, Ux and Ur are normalized by Ub, and <ux^2>, <ur^2> and <uxur> are normalized by utau^2. 
#
# x/R r/R y/R Ux Ur <ux^2> <ur^2> <uxur> 
20.4167 0.0341 0.9659 0.9209 0.0019 3.5457 2.0770 -0.2175 
20.4167 0.0236 0.9764 0.9194 0.0016 3.5406 2.0920 -0.1462 
20.6667 0.9790 0.0210 0.7486 -0.0000 4.9782 0.4937 0.6199 
20.6667 0.9685 0.0315 0.7867 -0.0008 5.0863 0.7143 0.7829 
20.6667 0.9580 0.0420 0.8145 -0.0003 5.2054 0.8853 0.8945 
20.6667 0.9475 0.0525 0.8363 0.0007 5.2627 1.0075 0.9550 
20.6667 0.9370 0.0630 0.8546 0.0018 5.2735 1.0992 0.9971 
20.6667 0.9265 0.0735 0.8700 0.0022 5.2752 1.2094 1.0434 
20.6667 0.9160 0.0840 0.8834 0.0018 5.2843 1.3293 1.0947 
20.6667 0.9055 0.0945 0.8957 0.0010 5.3124 1.4189 1.1343 
20.6667 0.8950 0.1050 0.9080 0.0011 5.3525 1.4790 1.1659 
20.6667 0.8845 0.1155 0.9199 0.0014 5.3985 1.5419 1.2024 
20.6667 0.8740 0.1260 0.9311 0.0012 5.4388 1.6193 1.2449 
20.6667 0.8635 0.1365 0.9420 0.0017 5.4595 1.6878 1.2864 
20.6667 0.8530 0.1470 0.9526 0.0023 5.4775 1.7225 1.3143 
20.6667 0.8425 0.1575 0.9629 0.0017 5.4948 1.7211 1.3270 
20.6667 0.8320 0.1680 0.9733 0.0010 5.4877 1.7092 1.3316 
20.6667 0.8215 0.1785 0.9834 0.0008 5.4737 1.7192 1.3371 
20.6667 0.8110 0.1890 0.9933 0.0010 5.4839 1.7524 1.3517 
20.6667 0.8005 0.1995 1.0034 0.0018 5.5000 1.7864 1.3702 
20.6667 0.7900 0.2100 1.0138 0.0028 5.4813 1.7977 1.3711 
20.6667 0.7795 0.2205 1.0240 0.0030 5.4260 1.7825 1.3507 
20.6667 0.7690 0.2310 1.0339 0.0025 5.3699 1.7713 1.3326 
20.6667 0.7585 0.2415 1.0444 0.0017 5.3244 1.7769 1.3211 
20.6667 0.7480 0.2520 1.0551 0.0009 5.2739 1.7746 1.3022 
20.6667 0.7375 0.2625 1.0652 0.0017 5.2241 1.7612 1.2731 
20.6667 0.7270 0.2730 1.0747 0.0036 5.1711 1.7387 1.2388 
20.6667 0.7165 0.2835 1.0837 0.0038 5.0822 1.7163 1.1974 
20.6667 0.7060 0.2940 1.0922 0.0027 4.9673 1.7119 1.1572 
20.6667 0.6955 0.3045 1.1004 0.0016 4.8518 1.7004 1.1093 
20.6667 0.6850 0.3150 1.1084 0.0009 4.7341 1.6714 1.0516 
20.6667 0.6745 0.3255 1.1165 0.0002 4.5949 1.6426 0.9893 
20.6667 0.6640 0.3360 1.1248 -0.0002 4.4307 1.6218 0.9179 
20.6667 0.6535 0.3465 1.1330 0.0010 4.2711 1.6043 0.8375 
20.6667 0.6430 0.3570 1.1407 0.0024 4.1301 1.5773 0.7591 
20.6667 0.6325 0.3675 1.1476 0.0024 3.9887 1.5447 0.6888 
20.6667 0.6220 0.3780 1.1530 0.0018 3.8487 1.5276 0.6209 
20.6667 0.6115 0.3885 1.1571 0.0018 3.7246 1.5205 0.5476 
20.6667 0.6010 0.3990 1.1606 0.0015 3.6075 1.5085 0.4656 
20.6667 0.5906 0.4094 1.1638 0.0007 3.4919 1.4989 0.3760 
20.6667 0.5801 0.4199 1.1661 -0.0002 3.3944 1.4969 0.2857 
20.6667 0.5696 0.4304 1.1673 -0.0003 3.3283 1.4946 0.1987 
20.6667 0.5591 0.4409 1.1679 0.0005 3.2856 1.4905 0.1125 
20.6667 0.5486 0.4514 1.1682 0.0010 3.2525 1.4917 0.0250 
20.6667 0.5381 0.4619 1.1685 -0.0007 3.2510 1.5013 -0.0692 
20.6667 0.5276 0.4724 1.1690 -0.0028 3.2748 1.5165 -0.1671 
20.6667 0.5171 0.4829 1.1683 -0.0032 3.3192 1.5315 -0.2597 
20.6667 0.5066 0.4934 1.1662 -0.0025 3.3851 1.5393 -0.3436 
20.6667 0.4961 0.5039 1.1636 -0.0016 3.4670 1.5365 -0.4232 
20.6667 0.4856 0.5144 1.1605 -0.0004 3.5509 1.5393 -0.4997 
20.6667 0.4751 0.5249 1.1566 0.0013 3.6303 1.5569 -0.5728 
20.6667 0.4646 0.5354 1.1521 0.0023 3.7172 1.5758 -0.6441 
20.6667 0.4541 0.5459 1.1476 0.0012 3.8200 1.5894 -0.7179 
20.6667 0.4436 0.5564 1.1427 -0.0011 3.9323 1.6089 -0.7910 
20.6667 0.4331 0.5669 1.1369 -0.0028 4.0416 1.6278 -0.8550 
20.6667 0.4226 0.5774 1.1300 -0.0033 4.1367 1.6367 -0.9096 
20.6667 0.4121 0.5879 1.1225 -0.0030 4.2213 1.6534 -0.9587 
20.6667 0.4016 0.5984 1.1148 -0.0024 4.3023 1.6865 -1.0046 
20.6667 0.3911 0.6089 1.1074 -0.0019 4.3697 1.7193 -1.0480 
20.6667 0.3806 0.6194 1.1004 -0.0010 4.4230 1.7462 -1.0883 
20.6667 0.3701 0.6299 1.0939 -0.0005 4.4726 1.7727 -1.1237 
20.6667 0.3596 0.6404 1.0877 -0.0007 4.5159 1.7963 -1.1544 
20.6667 0.3491 0.6509 1.0815 -0.0012 4.5565 1.8152 -1.1835 
20.6667 0.3386 0.6614 1.0754 -0.0022 4.5811 1.8366 -1.2096 
20.6667 0.3281 0.6719 1.0692 -0.0032 4.5753 1.8645 -1.2219 
20.6667 0.3176 0.6824 1.0626 -0.0033 4.5546 1.8835 -1.2284 
20.6667 0.3071 0.6929 1.0559 -0.0023 4.5403 1.8916 -1.2359 
20.6667 0.2966 0.7034 1.0490 -0.0015 4.5290 1.8984 -1.2356 
20.6667 0.2861 0.7139 1.0415 -0.0009 4.5220 1.9145 -1.2278 
20.6667 0.2756 0.7244 1.0340 -0.0002 4.5000 1.9222 -1.2174 
20.6667 0.2651 0.7349 1.0273 0.0001 4.4521 1.9372 -1.2114 
20.6667 0.2546 0.7454 1.0215 -0.0005 4.3938 1.9590 -1.2031 
20.6667 0.2441 0.7559 1.0161 -0.0014 4.3453 1.9719 -1.1930 
20.6667 0.2336 0.7664 1.0112 -0.0011 4.3028 1.9831 -1.1799 
20.6667 0.2231 0.7769 1.0063 -0.0001 4.2526 1.9977 -1.1541 
20.6667 0.2126 0.7874 1.0007 0.0007 4.1963 2.0043 -1.1143 
20.6667 0.2021 0.7979 0.9943 0.0009 4.1365 2.0051 -1.0730 
20.6667 0.1916 0.8084 0.9879 0.0009 4.0705 2.0103 -1.0404 
20.6667 0.1811 0.8189 0.9823 0.0007 4.0140 2.0129 -1.0076 
20.6667 0.1706 0.8294 0.9772 -0.0000 3.9843 2.0113 -0.9632 
20.6667 0.1601 0.8399 0.9721 -0.0012 3.9615 2.0170 -0.9163 
20.6667 0.1496 0.8504 0.9669 -0.0015 3.9110 2.0268 -0.8723 
20.6667 0.1391 0.8609 0.9618 -0.0007 3.8325 2.0326 -0.8214 
20.6667 0.1286 0.8714 0.9574 0.0003 3.7538 2.0259 -0.7623 
20.6667 0.1181 0.8819 0.9533 0.0015 3.6850 2.0155 -0.6966 
20.6667 0.1076 0.8924 0.9492 0.0023 3.6181 2.0125 -0.6276 
20.6667 0.0971 0.9029 0.9452 0.0020 3.5577 2.0079 -0.5657 
20.6667 0.0866 0.9134 0.9413 0.0017 3.5073 2.0044 -0.5110 
20.6667 0.0761 0.9239 0.9376 0.0017 3.4735 2.0035 -0.4497 
20.6667 0.0656 0.9344 0.9342 0.0016 3.4586 2.0117 -0.3807 
20.6667 0.0551 0.9449 0.9319 0.0014 3.4433 2.0319 -0.3096 
20.6667 0.0446 0.9554 0.9309 0.0014 3.4188 2.0489 -0.2445 
20.6667 0.0341 0.9659 0.9308 0.0013 3.3985 2.0619 -0.1823 
20.6667 0.0236 0.9764 0.9306 0.0015 3.4006 2.0653 -0.1192 
22.6667 0.9790 0.0210 0.7463 0.0028 4.7456 0.4747 0.5690 
22.6667 0.9685 0.0315 0.7870 0.0020 4.7874 0.6432 0.7025 
22.6667 0.9580 0.0420 0.8164 0.0017 4.8335 0.7782 0.7979 
22.6667 0.9475 0.0525 0.8390 0.0020 4.8586 0.8998 0.8747 
22.6667 0.9370 0.0630 0.8576 0.0014 4.8735 1.0069 0.9270 
22.6667 0.9265 0.0735 0.8736 -0.0007 4.8939 1.1024 0.9616 
22.6667 0.9160 0.0840 0.8873 -0.0011 4.9200 1.1993 0.9967 
22.6667 0.9055 0.0945 0.8990 0.0006 4.9395 1.3056 1.0342 
22.6667 0.8950 0.1050 0.9097 0.0010 4.9375 1.3844 1.0643 
22.6667 0.8845 0.1155 0.9199 -0.0001 4.9189 1.4192 1.0843 
22.6667 0.8740 0.1260 0.9297 -0.0007 4.8933 1.4425 1.0949 
22.6667 0.8635 0.1365 0.9400 -0.0005 4.8620 1.4700 1.0956 
22.6667 0.8530 0.1470 0.9510 -0.0001 4.8230 1.4843 1.0908 
22.6667 0.8425 0.1575 0.9618 0.0005 4.7761 1.4756 1.0875 
22.6667 0.8320 0.1680 0.9720 0.0015 4.7417 1.4653 1.0915 
22.6667 0.8215 0.1785 0.9817 0.0033 4.7308 1.4804 1.1022 
22.6667 0.8110 0.1890 0.9911 0.0043 4.7198 1.5218 1.1094 
22.6667 0.8005 0.1995 0.9997 0.0037 4.6982 1.5581 1.1074 
22.6667 0.7900 0.2100 1.0077 0.0025 4.6752 1.5749 1.1054 
22.6667 0.7795 0.2205 1.0165 0.0013 4.6410 1.5918 1.1057 
22.6667 0.7690 0.2310 1.0254 -0.0002 4.5997 1.5944 1.0999 
22.6667 0.7585 0.2415 1.0338 -0.0003 4.5655 1.5723 1.0885 
22.6667 0.7480 0.2520 1.0422 0.0006 4.5140 1.5485 1.0655 
22.6667 0.7375 0.2625 1.0512 0.0012 4.4529 1.5224 1.0424 
22.6667 0.7270 0.2730 1.0599 0.0013 4.3702 1.5037 1.0093 
22.6667 0.7165 0.2835 1.0678 0.0018 4.2809 1.4937 0.9687 
22.6667 0.7060 0.2940 1.0748 0.0021 4.1987 1.4881 0.9342 
22.6667 0.6955 0.3045 1.0808 0.0021 4.1138 1.4776 0.9013 
22.6667 0.6850 0.3150 1.0862 0.0020 4.0223 1.4543 0.8628 
22.6667 0.6745 0.3255 1.0916 0.0013 3.9241 1.4328 0.8225 
22.6667 0.6640 0.3360 1.0974 0.0000 3.8125 1.4207 0.7770 
22.6667 0.6535 0.3465 1.1036 -0.0015 3.6969 1.4142 0.7207 
22.6667 0.6430 0.3570 1.1094 -0.0018 3.5892 1.4171 0.6602 
22.6667 0.6325 0.3675 1.1148 -0.0006 3.4775 1.4221 0.6030 
22.6667 0.6220 0.3780 1.1203 0.0007 3.3537 1.4181 0.5468 
22.6667 0.6115 0.3885 1.1255 0.0014 3.2335 1.4117 0.4879 
22.6667 0.6010 0.3990 1.1296 0.0016 3.1304 1.4013 0.4284 
22.6667 0.5906 0.4094 1.1331 0.0009 3.0455 1.3830 0.3711 
22.6667 0.5801 0.4199 1.1365 -0.0001 2.9737 1.3708 0.3144 
22.6667 0.5696 0.4304 1.1394 0.0005 2.9096 1.3650 0.2557 
22.6667 0.5591 0.4409 1.1416 0.0020 2.8537 1.3610 0.1939 
22.6667 0.5486 0.4514 1.1431 0.0032 2.8042 1.3573 0.1243 
22.6667 0.5381 0.4619 1.1440 0.0031 2.7774 1.3427 0.0506 
22.6667 0.5276 0.4724 1.1445 0.0019 2.7710 1.3255 -0.0226 
22.6667 0.5171 0.4829 1.1452 0.0008 2.7805 1.3172 -0.0896 
22.6667 0.5066 0.4934 1.1456 0.0008 2.8076 1.3220 -0.1537 
22.6667 0.4961 0.5039 1.1446 0.0006 2.8439 1.3264 -0.2096 
22.6667 0.4856 0.5144 1.1424 -0.0007 2.8806 1.3257 -0.2654 
22.6667 0.4751 0.5249 1.1396 -0.0018 2.9279 1.3280 -0.3235 
22.6667 0.4646 0.5354 1.1367 -0.0019 2.9821 1.3286 -0.3749 
22.6667 0.4541 0.5459 1.1339 -0.0017 3.0370 1.3315 -0.4247 
22.6667 0.4436 0.5564 1.1308 -0.0011 3.0956 1.3489 -0.4845 
22.6667 0.4331 0.5669 1.1274 -0.0004 3.1578 1.3739 -0.5468 
22.6667 0.4226 0.5774 1.1239 -0.0006 3.2162 1.3891 -0.5962 
22.6667 0.4121 0.5879 1.1208 -0.0015 3.2660 1.3940 -0.6354 
22.6667 0.4016 0.5984 1.1176 -0.0018 3.3083 1.3961 -0.6734 
22.6667 0.3911 0.6089 1.1137 -0.0010 3.3441 1.3963 -0.7090 
22.6667 0.3806 0.6194 1.1091 0.0005 3.3762 1.3992 -0.7403 
22.6667 0.3701 0.6299 1.1037 0.0020 3.4017 1.4080 -0.7657 
22.6667 0.3596 0.6404 1.0980 0.0027 3.4085 1.4138 -0.7783 
22.6667 0.3491 0.6509 1.0926 0.0020 3.4091 1.4212 -0.7826 
22.6667 0.3386 0.6614 1.0881 0.0004 3.4181 1.4353 -0.7894 
22.6667 0.3281 0.6719 1.0837 -0.0012 3.4220 1.4462 -0.7996 
22.6667 0.3176 0.6824 1.0784 -0.0014 3.4277 1.4467 -0.8080 
22.6667 0.3071 0.6929 1.0721 -0.0004 3.4298 1.4450 -0.8106 
22.6667 0.2966 0.7034 1.0657 0.0004 3.4126 1.4437 -0.8114 
22.6667 0.2861 0.7139 1.0603 0.0002 3.3892 1.4546 -0.8177 
22.6667 0.2756 0.7244 1.0560 -0.0003 3.3820 1.4690 -0.8239 
22.6667 0.2651 0.7349 1.0521 -0.0001 3.3765 1.4806 -0.8260 
22.6667 0.2546 0.7454 1.0483 0.0011 3.3501 1.4975 -0.8263 
22.6667 0.2441 0.7559 1.0441 0.0027 3.3136 1.5185 -0.8255 
22.6667 0.2336 0.7664 1.0394 0.0033 3.2818 1.5372 -0.8216 
22.6667 0.2231 0.7769 1.0347 0.0019 3.2510 1.5522 -0.8101 
22.6667 0.2126 0.7874 1.0305 0.0001 3.2133 1.5642 -0.7905 
22.6667 0.2021 0.7979 1.0266 -0.0003 3.1787 1.5716 -0.7664 
22.6667 0.1916 0.8084 1.0231 0.0003 3.1602 1.5732 -0.7372 
22.6667 0.1811 0.8189 1.0199 0.0009 3.1374 1.5729 -0.7058 
22.6667 0.1706 0.8294 1.0169 0.0014 3.0966 1.5698 -0.6801 
22.6667 0.1601 0.8399 1.0138 0.0014 3.0534 1.5649 -0.6553 
22.6667 0.1496 0.8504 1.0107 0.0006 3.0123 1.5657 -0.6206 
22.6667 0.1391 0.8609 1.0080 0.0005 2.9741 1.5670 -0.5794 
22.6667 0.1286 0.8714 1.0050 0.0012 2.9415 1.5722 -0.5440 
22.6667 0.1181 0.8819 1.0021 0.0020 2.9148 1.5897 -0.5163 
22.6667 0.1076 0.8924 0.9996 0.0024 2.8852 1.6041 -0.4804 
22.6667 0.0971 0.9029 0.9972 0.0024 2.8530 1.5995 -0.4347 
22.6667 0.0866 0.9134 0.9949 0.0022 2.8229 1.5896 -0.3860 
22.6667 0.0761 0.9239 0.9931 0.0020 2.8020 1.5921 -0.3361 
22.6667 0.0656 0.9344 0.9918 0.0023 2.7921 1.5993 -0.2832 
22.6667 0.0551 0.9449 0.9911 0.0030 2.7907 1.6051 -0.2301 
22.6667 0.0446 0.9554 0.9904 0.0034 2.7916 1.6156 -0.1771 
22.6667 0.0341 0.9659 0.9894 0.0030 2.7938 1.6298 -0.1301 
22.6667 0.0236 0.9764 0.9882 0.0023 2.8021 1.6371 -0.0865 
22.9167 0.9790 0.0210 0.7468 0.0016 4.6561 0.4617 0.5790 
22.9167 0.9685 0.0315 0.7875 0.0002 4.7427 0.6368 0.7057 
22.9167 0.9580 0.0420 0.8166 -0.0003 4.8186 0.7804 0.7855 
22.9167 0.9475 0.0525 0.8390 0.0001 4.8588 0.8930 0.8500 
22.9167 0.9370 0.0630 0.8569 0.0012 4.8808 0.9851 0.9122 
22.9167 0.9265 0.0735 0.8725 0.0009 4.8778 1.0839 0.9653 
22.9167 0.9160 0.0840 0.8858 0.0004 4.8436 1.1885 1.0089 
22.9167 0.9055 0.0945 0.8971 0.0006 4.8068 1.2760 1.0382 
22.9167 0.8950 0.1050 0.9077 0.0005 4.7849 1.3431 1.0557 
22.9167 0.8845 0.1155 0.9183 -0.0004 4.7651 1.3866 1.0688 
22.9167 0.8740 0.1260 0.9290 -0.0005 4.7528 1.4214 1.0825 
22.9167 0.8635 0.1365 0.9396 0.0011 4.7529 1.4641 1.1026 
22.9167 0.8530 0.1470 0.9500 0.0024 4.7524 1.4895 1.1200 
22.9167 0.8425 0.1575 0.9598 0.0024 4.7477 1.4863 1.1205 
22.9167 0.8320 0.1680 0.9686 0.0021 4.7358 1.4895 1.1145 
22.9167 0.8215 0.1785 0.9767 0.0017 4.7226 1.5262 1.1200 
22.9167 0.8110 0.1890 0.9851 0.0019 4.7008 1.5737 1.1328 
22.9167 0.8005 0.1995 0.9939 0.0026 4.6586 1.6035 1.1407 
22.9167 0.7900 0.2100 1.0026 0.0025 4.6147 1.6267 1.1504 
22.9167 0.7795 0.2205 1.0112 0.0024 4.5822 1.6491 1.1591 
22.9167 0.7690 0.2310 1.0196 0.0031 4.5471 1.6472 1.1457 
22.9167 0.7585 0.2415 1.0279 0.0035 4.4870 1.6261 1.1264 
22.9167 0.7480 0.2520 1.0360 0.0038 4.4120 1.5973 1.1034 
22.9167 0.7375 0.2625 1.0437 0.0038 4.3230 1.5607 1.0749 
22.9167 0.7270 0.2730 1.0512 0.0032 4.2319 1.5443 1.0472 
22.9167 0.7165 0.2835 1.0587 0.0022 4.1459 1.5487 1.0093 
22.9167 0.7060 0.2940 1.0658 0.0006 4.0642 1.5317 0.9634 
22.9167 0.6955 0.3045 1.0722 -0.0005 3.9803 1.4987 0.9188 
22.9167 0.6850 0.3150 1.0787 -0.0003 3.8908 1.4762 0.8769 
22.9167 0.6745 0.3255 1.0856 0.0006 3.7949 1.4614 0.8301 
22.9167 0.6640 0.3360 1.0929 0.0011 3.6977 1.4517 0.7814 
22.9167 0.6535 0.3465 1.1002 0.0010 3.6008 1.4526 0.7369 
22.9167 0.6430 0.3570 1.1067 0.0004 3.4910 1.4587 0.6912 
22.9167 0.6325 0.3675 1.1120 -0.0003 3.3678 1.4567 0.6383 
22.9167 0.6220 0.3780 1.1169 0.0000 3.2567 1.4401 0.5777 
22.9167 0.6115 0.3885 1.1222 0.0013 3.1694 1.4214 0.5127 
22.9167 0.6010 0.3990 1.1270 0.0026 3.0951 1.4156 0.4472 
22.9167 0.5906 0.4094 1.1303 0.0027 3.0248 1.4080 0.3798 
22.9167 0.5801 0.4199 1.1322 0.0009 2.9522 1.3833 0.3102 
22.9167 0.5696 0.4304 1.1335 -0.0006 2.8749 1.3659 0.2434 
22.9167 0.5591 0.4409 1.1352 0.0001 2.8046 1.3696 0.1774 
22.9167 0.5486 0.4514 1.1375 0.0006 2.7548 1.3789 0.1079 
22.9167 0.5381 0.4619 1.1393 0.0003 2.7220 1.3797 0.0341 
22.9167 0.5276 0.4724 1.1396 -0.0004 2.7074 1.3629 -0.0381 
22.9167 0.5171 0.4829 1.1387 -0.0008 2.7146 1.3494 -0.1044 
22.9167 0.5066 0.4934 1.1378 0.0000 2.7403 1.3498 -0.1618 
22.9167 0.4961 0.5039 1.1372 0.0010 2.7684 1.3457 -0.2175 
22.9167 0.4856 0.5144 1.1360 0.0012 2.7927 1.3268 -0.2715 
22.9167 0.4751 0.5249 1.1337 0.0012 2.8238 1.3150 -0.3265 
22.9167 0.4646 0.5354 1.1309 0.0009 2.8763 1.3198 -0.3869 
22.9167 0.4541 0.5459 1.1281 0.0007 2.9340 1.3321 -0.4449 
22.9167 0.4436 0.5564 1.1250 0.0002 2.9802 1.3408 -0.4903 
22.9167 0.4331 0.5669 1.1212 -0.0003 3.0198 1.3412 -0.5256 
22.9167 0.4226 0.5774 1.1171 0.0003 3.0578 1.3400 -0.5570 
22.9167 0.4121 0.5879 1.1133 0.0019 3.0963 1.3434 -0.5871 
22.9167 0.4016 0.5984 1.1093 0.0023 3.1364 1.3481 -0.6176 
22.9167 0.3911 0.6089 1.1044 0.0009 3.1747 1.3557 -0.6485 
22.9167 0.3806 0.6194 1.0995 -0.0003 3.2040 1.3733 -0.6775 
22.9167 0.3701 0.6299 1.0957 -0.0006 3.2201 1.3928 -0.7027 
22.9167 0.3596 0.6404 1.0926 -0.0010 3.2274 1.4008 -0.7217 
22.9167 0.3491 0.6509 1.0891 -0.0014 3.2274 1.4063 -0.7380 
22.9167 0.3386 0.6614 1.0850 -0.0012 3.2217 1.4178 -0.7531 
22.9167 0.3281 0.6719 1.0806 -0.0005 3.2180 1.4238 -0.7630 
22.9167 0.3176 0.6824 1.0763 0.0007 3.2157 1.4209 -0.7686 
22.9167 0.3071 0.6929 1.0719 0.0013 3.2169 1.4244 -0.7782 
22.9167 0.2966 0.7034 1.0676 0.0009 3.2109 1.4377 -0.7873 
22.9167 0.2861 0.7139 1.0631 0.0001 3.1963 1.4513 -0.7904 
22.9167 0.2756 0.7244 1.0579 -0.0006 3.1898 1.4624 -0.7902 
22.9167 0.2651 0.7349 1.0525 -0.0006 3.1815 1.4798 -0.7938 
22.9167 0.2546 0.7454 1.0478 -0.0003 3.1652 1.5035 -0.8019 
22.9167 0.2441 0.7559 1.0440 -0.0000 3.1500 1.5259 -0.8068 
22.9167 0.2336 0.7664 1.0412 0.0006 3.1323 1.5429 -0.8032 
22.9167 0.2231 0.7769 1.0391 0.0011 3.1064 1.5511 -0.7887 
22.9167 0.2126 0.7874 1.0369 0.0010 3.0831 1.5517 -0.7673 
22.9167 0.2021 0.7979 1.0340 0.0014 3.0705 1.5478 -0.7459 
22.9167 0.1916 0.8084 1.0303 0.0030 3.0570 1.5409 -0.7239 
22.9167 0.1811 0.8189 1.0263 0.0038 3.0283 1.5380 -0.7022 
22.9167 0.1706 0.8294 1.0230 0.0031 2.9881 1.5334 -0.6813 
22.9167 0.1601 0.8399 1.0204 0.0020 2.9430 1.5218 -0.6493 
22.9167 0.1496 0.8504 1.0172 0.0018 2.8987 1.5178 -0.6081 
22.9167 0.1391 0.8609 1.0135 0.0023 2.8600 1.5217 -0.5720 
22.9167 0.1286 0.8714 1.0098 0.0028 2.8162 1.5225 -0.5338 
22.9167 0.1181 0.8819 1.0063 0.0027 2.7806 1.5185 -0.4909 
22.9167 0.1076 0.8924 1.0033 0.0024 2.7608 1.5219 -0.4551 
22.9167 0.0971 0.9029 1.0006 0.0023 2.7638 1.5200 -0.4169 
22.9167 0.0866 0.9134 0.9981 0.0025 2.7725 1.5163 -0.3743 
22.9167 0.0761 0.9239 0.9958 0.0019 2.7613 1.5198 -0.3332 
22.9167 0.0656 0.9344 0.9940 0.0007 2.7413 1.5287 -0.2955 
22.9167 0.0551 0.9449 0.9927 0.0002 2.7193 1.5403 -0.2559 
22.9167 0.0446 0.9554 0.9922 0.0002 2.6963 1.5489 -0.2089 
22.9167 0.0341 0.9659 0.9921 0.0002 2.6857 1.5521 -0.1627 
22.9167 0.0236 0.9764 0.9917 0.0007 2.6908 1.5535 -0.1201 
23.1667 0.9790 0.0210 0.7475 0.0029 4.5812 0.4667 0.5868 
23.1667 0.9685 0.0315 0.7873 0.0021 4.6090 0.6334 0.7006 
23.1667 0.9580 0.0420 0.8165 0.0006 4.6819 0.7623 0.7731 
23.1667 0.9475 0.0525 0.8392 -0.0002 4.7406 0.8738 0.8309 
23.1667 0.9370 0.0630 0.8576 0.0005 4.8091 0.9761 0.8922 
23.1667 0.9265 0.0735 0.8730 0.0018 4.8560 1.0920 0.9542 
23.1667 0.9160 0.0840 0.8865 0.0016 4.8719 1.2080 1.0052 
23.1667 0.9055 0.0945 0.8986 -0.0003 4.8623 1.2817 1.0340 
23.1667 0.8950 0.1050 0.9095 -0.0009 4.8344 1.3204 1.0539 
23.1667 0.8845 0.1155 0.9196 0.0006 4.7995 1.3696 1.0775 
23.1667 0.8740 0.1260 0.9293 0.0021 4.7655 1.4264 1.0963 
23.1667 0.8635 0.1365 0.9390 0.0025 4.7391 1.4506 1.1039 
23.1667 0.8530 0.1470 0.9487 0.0022 4.7111 1.4513 1.1042 
23.1667 0.8425 0.1575 0.9589 0.0013 4.6786 1.4657 1.1021 
23.1667 0.8320 0.1680 0.9690 0.0002 4.6570 1.4912 1.1028 
23.1667 0.8215 0.1785 0.9778 -0.0006 4.6384 1.5172 1.1104 
23.1667 0.8110 0.1890 0.9854 -0.0012 4.6001 1.5442 1.1185 
23.1667 0.8005 0.1995 0.9929 -0.0012 4.5474 1.5735 1.1177 
23.1667 0.7900 0.2100 1.0010 -0.0001 4.4996 1.5997 1.1117 
23.1667 0.7795 0.2205 1.0092 0.0010 4.4644 1.5976 1.1016 
23.1667 0.7690 0.2310 1.0171 0.0010 4.4423 1.5687 1.0848 
23.1667 0.7585 0.2415 1.0252 0.0012 4.4257 1.5454 1.0733 
23.1667 0.7480 0.2520 1.0337 0.0026 4.3861 1.5228 1.0585 
23.1667 0.7375 0.2625 1.0420 0.0042 4.3303 1.5009 1.0325 
23.1667 0.7270 0.2730 1.0502 0.0052 4.2567 1.4842 1.0001 
23.1667 0.7165 0.2835 1.0577 0.0046 4.1645 1.4784 0.9648 
23.1667 0.7060 0.2940 1.0642 0.0039 4.0627 1.4675 0.9239 
23.1667 0.6955 0.3045 1.0700 0.0035 3.9596 1.4515 0.8848 
23.1667 0.6850 0.3150 1.0758 0.0028 3.8539 1.4398 0.8469 
23.1667 0.6745 0.3255 1.0821 0.0022 3.7496 1.4350 0.8106 
23.1667 0.6640 0.3360 1.0891 0.0018 3.6489 1.4299 0.7753 
23.1667 0.6535 0.3465 1.0957 0.0011 3.5490 1.4185 0.7328 
23.1667 0.6430 0.3570 1.1015 0.0004 3.4447 1.4064 0.6824 
23.1667 0.6325 0.3675 1.1069 -0.0001 3.3342 1.3980 0.6269 
23.1667 0.6220 0.3780 1.1117 0.0001 3.2249 1.3879 0.5645 
23.1667 0.6115 0.3885 1.1159 0.0013 3.1227 1.3712 0.4994 
23.1667 0.6010 0.3990 1.1195 0.0019 3.0308 1.3544 0.4360 
23.1667 0.5906 0.4094 1.1225 0.0009 2.9540 1.3514 0.3714 
23.1667 0.5801 0.4199 1.1249 0.0011 2.8940 1.3557 0.3057 
23.1667 0.5696 0.4304 1.1265 0.0021 2.8447 1.3469 0.2444 
23.1667 0.5591 0.4409 1.1273 0.0018 2.7884 1.3356 0.1860 
23.1667 0.5486 0.4514 1.1283 0.0015 2.7277 1.3320 0.1239 
23.1667 0.5381 0.4619 1.1297 0.0012 2.6826 1.3209 0.0639 
23.1667 0.5276 0.4724 1.1312 0.0005 2.6694 1.3098 0.0033 
23.1667 0.5171 0.4829 1.1323 0.0009 2.6724 1.3100 -0.0536 
23.1667 0.5066 0.4934 1.1324 0.0011 2.6796 1.3068 -0.1090 
