# Large body (blockage 3/9) 
#
# The file contains PIV data for a turbulent pipe flow past a body of revolution on the centerline.
# Geometry of the body and details of the experiment can be found in:  
#
#   L. Ding, T. Saxton-Fox, M. Hultmark, and A. J. Smits 
#   Effects of pressure gradients and streamline curvature on the statistics of a turbulent pipe flow. 
#   In 11th International Symposium on Turbulence and Shear Flow Phenomena, Southampton, UK, 2019 
#
# Paramters of the fully-developed pipe flow upstream of the body: 
#
#   Pipe diameter, D = 38.1 mm 
#   Bulk velocity, Ub = 4.1 m/s 
#   Friction velocity, utau = 0.186 m/s 
#   Kinematic viscosity, nu = 1.0035e-06 m^2/s 
#   Bulk Reynolds number, Re_D = 156,000 
#   Friction Reynolds number, Re_tau = 3,550 
#
# In the data below, Ux and Ur are normalized by Ub, and <ux^2>, <ur^2> and <uxur> are normalized by utau^2. 
#
# x/R r/R y/R Ux Ur <ux^2> <ur^2> <uxur> 
0.2000 0.3833 0.6167 1.1392 0.1906 1.4789 0.8866 0.1959 
0.2000 0.3931 0.6069 1.1395 0.1832 1.5118 0.8808 0.2001 
0.2000 0.4028 0.5972 1.1403 0.1766 1.5426 0.8799 0.2049 
0.2000 0.4126 0.5874 1.1410 0.1712 1.5804 0.8869 0.2109 
0.2000 0.4224 0.5776 1.1411 0.1655 1.6185 0.8939 0.2184 
0.2000 0.4321 0.5679 1.1410 0.1594 1.6407 0.8992 0.2269 
0.2000 0.4419 0.5581 1.1402 0.1534 1.6759 0.9069 0.2366 
0.2000 0.4516 0.5484 1.1388 0.1478 1.7278 0.9112 0.2477 
0.2000 0.4614 0.5386 1.1374 0.1420 1.7812 0.9185 0.2605 
0.2000 0.4711 0.5289 1.1359 0.1362 1.8306 0.9370 0.2749 
0.2000 0.4809 0.5191 1.1345 0.1312 1.8756 0.9590 0.2903 
0.2000 0.4906 0.5094 1.1331 0.1273 1.9140 0.9767 0.3057 
0.2000 0.5004 0.4996 1.1320 0.1245 1.9538 0.9901 0.3204 
0.2000 0.5102 0.4898 1.1318 0.1226 2.0007 1.0038 0.3334 
0.2000 0.5199 0.4801 1.1318 0.1202 2.0418 1.0156 0.3443 
0.2000 0.5297 0.4703 1.1310 0.1170 2.0777 1.0216 0.3534 
0.2000 0.5394 0.4606 1.1294 0.1136 2.1188 1.0235 0.3615 
0.2000 0.5492 0.4508 1.1276 0.1097 2.1631 1.0285 0.3700 
0.2000 0.5589 0.4411 1.1253 0.1058 2.2076 1.0387 0.3798 
0.2000 0.5687 0.4313 1.1229 0.1027 2.2530 1.0511 0.3908 
0.2000 0.5784 0.4216 1.1207 0.0994 2.3052 1.0648 0.4025 
0.2000 0.5882 0.4118 1.1184 0.0952 2.3543 1.0750 0.4142 
0.2000 0.5980 0.4020 1.1159 0.0909 2.3940 1.0853 0.4256 
0.2000 0.6077 0.3923 1.1129 0.0872 2.4401 1.0988 0.4363 
0.2000 0.6175 0.3825 1.1096 0.0843 2.4813 1.1052 0.4466 
0.2000 0.6272 0.3728 1.1059 0.0817 2.5263 1.1069 0.4566 
0.2000 0.6370 0.3630 1.1028 0.0793 2.5872 1.1196 0.4671 
0.2000 0.6467 0.3533 1.1002 0.0776 2.6514 1.1380 0.4785 
0.2000 0.6565 0.3435 1.0972 0.0758 2.7198 1.1532 0.4906 
0.2000 0.6663 0.3337 1.0935 0.0737 2.7873 1.1669 0.5030 
0.2000 0.6760 0.3240 1.0898 0.0714 2.8372 1.1793 0.5153 
0.2000 0.6858 0.3142 1.0859 0.0683 2.8923 1.1890 0.5270 
0.2000 0.6955 0.3045 1.0822 0.0649 2.9521 1.2017 0.5385 
0.2000 0.7053 0.2947 1.0789 0.0624 3.0079 1.2206 0.5502 
0.2000 0.7150 0.2850 1.0752 0.0599 3.0735 1.2305 0.5624 
0.2000 0.7248 0.2752 1.0713 0.0572 3.1270 1.2377 0.5748 
0.2000 0.7345 0.2655 1.0676 0.0545 3.1785 1.2506 0.5876 
0.2000 0.7443 0.2557 1.0638 0.0523 3.2321 1.2652 0.6004 
0.2000 0.7541 0.2459 1.0601 0.0503 3.2982 1.2850 0.6122 
0.2000 0.7638 0.2362 1.0566 0.0488 3.3690 1.3007 0.6225 
0.2000 0.7736 0.2264 1.0528 0.0482 3.4163 1.3054 0.6313 
0.2000 0.7833 0.2167 1.0475 0.0469 3.4685 1.3067 0.6391 
0.2000 0.7931 0.2069 1.0422 0.0444 3.5293 1.3093 0.6466 
0.2000 0.8028 0.1972 1.0374 0.0411 3.6055 1.3196 0.6547 
0.2000 0.8126 0.1874 1.0320 0.0380 3.6846 1.3317 0.6635 
0.2000 0.8223 0.1777 1.0257 0.0349 3.7529 1.3464 0.6726 
0.2000 0.8321 0.1679 1.0184 0.0316 3.8355 1.3574 0.6815 
0.2000 0.8419 0.1581 1.0111 0.0299 3.9131 1.3672 0.6895 
0.2000 0.8516 0.1484 1.0036 0.0292 3.9886 1.3747 0.6960 
0.2000 0.8614 0.1386 0.9959 0.0283 4.0555 1.3660 0.7013 
0.2000 0.8711 0.1289 0.9873 0.0275 4.1286 1.3618 0.7066 
0.2000 0.8809 0.1191 0.9777 0.0263 4.2405 1.3684 0.7126 
0.2000 0.8906 0.1094 0.9680 0.0244 4.3658 1.3783 0.7192 
0.2000 0.9004 0.0996 0.9573 0.0224 4.5109 1.3893 0.7250 
0.2000 0.9102 0.0898 0.9467 0.0210 4.6433 1.3929 0.7282 
0.2000 0.9199 0.0801 0.9351 0.0182 4.7618 1.3764 0.7268 
0.2000 0.9297 0.0703 0.9202 0.0145 4.9349 1.3512 0.7189 
0.2000 0.9394 0.0606 0.9033 0.0126 5.0952 1.3166 0.7025 
0.2000 0.9492 0.0508 0.8836 0.0104 5.3421 1.2815 0.6795 
0.2000 0.9589 0.0411 0.8605 0.0083 5.6965 1.2606 0.6504 
0.2000 0.9687 0.0313 0.8320 0.0066 6.2282 1.2452 0.6192 
0.2000 0.9784 0.0216 0.8125 0.0051 6.6736 1.1429 0.5902 
0.3000 0.2851 0.7149 1.1508 0.3156 1.1749 0.9121 0.2067 
0.3000 0.2949 0.7051 1.1535 0.3044 1.1844 0.9078 0.1990 
0.3000 0.3046 0.6954 1.1559 0.2946 1.2001 0.9084 0.1896 
0.3000 0.3144 0.6856 1.1576 0.2842 1.2014 0.9041 0.1797 
0.3000 0.3241 0.6759 1.1591 0.2728 1.2021 0.8864 0.1708 
0.3000 0.3339 0.6661 1.1604 0.2630 1.2230 0.8679 0.1641 
0.3000 0.3437 0.6563 1.1615 0.2542 1.2522 0.8595 0.1611 
0.3000 0.3534 0.6466 1.1620 0.2454 1.2900 0.8531 0.1613 
0.3000 0.3632 0.6368 1.1620 0.2359 1.3296 0.8585 0.1643 
0.3000 0.3729 0.6271 1.1621 0.2263 1.3673 0.8538 0.1694 
0.3000 0.3827 0.6173 1.1627 0.2174 1.3972 0.8549 0.1760 
0.3000 0.3924 0.6076 1.1636 0.2091 1.4362 0.8688 0.1838 
0.3000 0.4022 0.5978 1.1643 0.2021 1.4795 0.8741 0.1924 
0.3000 0.4119 0.5881 1.1637 0.1953 1.5153 0.8786 0.2019 
0.3000 0.4217 0.5783 1.1622 0.1882 1.5513 0.8952 0.2125 
0.3000 0.4315 0.5685 1.1611 0.1818 1.5873 0.9122 0.2247 
0.3000 0.4412 0.5588 1.1605 0.1758 1.6395 0.9211 0.2381 
0.3000 0.4510 0.5490 1.1600 0.1706 1.6898 0.9308 0.2520 
0.3000 0.4607 0.5393 1.1595 0.1665 1.7267 0.9426 0.2647 
0.3000 0.4705 0.5295 1.1585 0.1619 1.7631 0.9548 0.2746 
0.3000 0.4802 0.5198 1.1572 0.1565 1.7986 0.9588 0.2811 
0.3000 0.4900 0.5100 1.1558 0.1516 1.8251 0.9572 0.2852 
0.3000 0.4997 0.5003 1.1543 0.1470 1.8558 0.9536 0.2893 
0.3000 0.5095 0.4905 1.1531 0.1423 1.9013 0.9579 0.2952 
0.3000 0.5193 0.4807 1.1521 0.1379 1.9480 0.9687 0.3035 
0.3000 0.5290 0.4710 1.1506 0.1339 1.9889 0.9788 0.3141 
0.3000 0.5388 0.4612 1.1488 0.1301 2.0268 0.9901 0.3265 
0.3000 0.5485 0.4515 1.1473 0.1262 2.0711 1.0046 0.3400 
0.3000 0.5583 0.4417 1.1459 0.1224 2.1241 1.0220 0.3541 
0.3000 0.5680 0.4320 1.1439 0.1181 2.1749 1.0378 0.3679 
0.3000 0.5778 0.4222 1.1410 0.1130 2.2218 1.0541 0.3811 
0.3000 0.5876 0.4124 1.1376 0.1082 2.2673 1.0689 0.3936 
0.3000 0.5973 0.4027 1.1339 0.1045 2.3130 1.0834 0.4054 
0.3000 0.6071 0.3929 1.1302 0.1012 2.3676 1.0929 0.4165 
0.3000 0.6168 0.3832 1.1266 0.0975 2.4224 1.1017 0.4269 
0.3000 0.6266 0.3734 1.1234 0.0946 2.4634 1.1127 0.4369 
0.3000 0.6363 0.3637 1.1207 0.0927 2.5008 1.1246 0.4470 
0.3000 0.6461 0.3539 1.1184 0.0899 2.5522 1.1400 0.4579 
0.3000 0.6558 0.3442 1.1155 0.0867 2.6269 1.1516 0.4698 
0.3000 0.6656 0.3344 1.1122 0.0833 2.6999 1.1654 0.4825 
0.3000 0.6754 0.3246 1.1097 0.0801 2.7549 1.1798 0.4953 
0.3000 0.6851 0.3149 1.1072 0.0771 2.8169 1.1892 0.5076 
0.3000 0.6949 0.3051 1.1042 0.0740 2.8683 1.1981 0.5192 
0.3000 0.7046 0.2954 1.1007 0.0717 2.9094 1.2074 0.5302 
0.3000 0.7144 0.2856 1.0971 0.0690 2.9726 1.2210 0.5414 
0.3000 0.7241 0.2759 1.0932 0.0657 3.0336 1.2349 0.5530 
0.3000 0.7339 0.2661 1.0890 0.0631 3.0817 1.2451 0.5649 
0.3000 0.7436 0.2564 1.0851 0.0611 3.1239 1.2537 0.5765 
0.3000 0.7534 0.2466 1.0812 0.0592 3.1943 1.2647 0.5878 
0.3000 0.7632 0.2368 1.0761 0.0567 3.2730 1.2793 0.5987 
0.3000 0.7729 0.2271 1.0713 0.0542 3.3296 1.2890 0.6094 
0.3000 0.7827 0.2173 1.0665 0.0518 3.3797 1.2940 0.6201 
0.3000 0.7924 0.2076 1.0613 0.0491 3.4244 1.2993 0.6308 
0.3000 0.8022 0.1978 1.0552 0.0462 3.5002 1.3093 0.6414 
0.3000 0.8119 0.1881 1.0490 0.0436 3.5980 1.3260 0.6518 
0.3000 0.8217 0.1783 1.0436 0.0421 3.6839 1.3422 0.6614 
0.3000 0.8315 0.1685 1.0375 0.0404 3.7522 1.3514 0.6702 
0.3000 0.8412 0.1588 1.0307 0.0383 3.8193 1.3615 0.6781 
0.3000 0.8510 0.1490 1.0230 0.0358 3.8985 1.3656 0.6855 
0.3000 0.8607 0.1393 1.0148 0.0330 3.9563 1.3614 0.6924 
0.3000 0.8705 0.1295 1.0073 0.0305 4.0211 1.3638 0.6988 
0.3000 0.8802 0.1198 0.9991 0.0285 4.1297 1.3759 0.7042 
0.3000 0.8900 0.1100 0.9904 0.0266 4.2527 1.3896 0.7084 
0.3000 0.8997 0.1003 0.9799 0.0239 4.4001 1.3908 0.7111 
0.3000 0.9095 0.0905 0.9681 0.0209 4.5505 1.3831 0.7120 
0.3000 0.9193 0.0807 0.9563 0.0181 4.6732 1.3676 0.7100 
0.3000 0.9290 0.0710 0.9426 0.0161 4.8602 1.3525 0.7031 
0.3000 0.9388 0.0612 0.9271 0.0152 5.0496 1.3344 0.6886 
0.3000 0.9485 0.0515 0.9074 0.0140 5.2899 1.2976 0.6681 
0.3000 0.9583 0.0417 0.8835 0.0118 5.6180 1.2631 0.6418 
0.3000 0.9680 0.0320 0.8556 0.0095 6.1130 1.2369 0.6131 
0.3000 0.9778 0.0222 0.8351 0.0077 6.6718 1.1340 0.5857 
0.4000 0.3243 0.6757 1.1819 0.3074 1.1681 0.8011 0.1865 
0.4000 0.3340 0.6660 1.1828 0.2959 1.1696 0.8013 0.1850 
0.4000 0.3438 0.6562 1.1831 0.2850 1.1933 0.8138 0.1848 
0.4000 0.3536 0.6464 1.1831 0.2745 1.2311 0.8277 0.1869 
0.4000 0.3633 0.6367 1.1827 0.2638 1.2741 0.8382 0.1915 
0.4000 0.3731 0.6269 1.1828 0.2535 1.3196 0.8447 0.1977 
0.4000 0.3828 0.6172 1.1836 0.2450 1.3590 0.8556 0.2047 
0.4000 0.3926 0.6074 1.1840 0.2370 1.4036 0.8710 0.2112 
0.4000 0.4023 0.5977 1.1841 0.2293 1.4444 0.8821 0.2164 
0.4000 0.4121 0.5879 1.1843 0.2223 1.4744 0.8887 0.2204 
0.4000 0.4218 0.5782 1.1843 0.2153 1.5075 0.8945 0.2238 
0.4000 0.4316 0.5684 1.1842 0.2088 1.5502 0.8991 0.2276 
0.4000 0.4414 0.5586 1.1838 0.2029 1.5917 0.9067 0.2321 
0.4000 0.4511 0.5489 1.1830 0.1970 1.6242 0.9127 0.2371 
0.4000 0.4609 0.5391 1.1817 0.1907 1.6537 0.9155 0.2422 
0.4000 0.4706 0.5294 1.1797 0.1835 1.6781 0.9168 0.2473 
0.4000 0.4804 0.5196 1.1775 0.1758 1.7069 0.9224 0.2531 
0.4000 0.4901 0.5099 1.1754 0.1695 1.7438 0.9316 0.2601 
0.4000 0.4999 0.5001 1.1740 0.1646 1.7780 0.9394 0.2685 
0.4000 0.5096 0.4904 1.1727 0.1593 1.8163 0.9520 0.2784 
0.4000 0.5194 0.4806 1.1712 0.1536 1.8633 0.9648 0.2899 
0.4000 0.5292 0.4708 1.1698 0.1487 1.9145 0.9791 0.3026 
0.4000 0.5389 0.4611 1.1685 0.1454 1.9646 0.9919 0.3159 
0.4000 0.5487 0.4513 1.1673 0.1416 2.0121 0.9976 0.3292 
0.4000 0.5584 0.4416 1.1654 0.1359 2.0673 1.0115 0.3420 
0.4000 0.5682 0.4318 1.1633 0.1312 2.1212 1.0317 0.3540 
0.4000 0.5779 0.4221 1.1612 0.1279 2.1671 1.0464 0.3656 
0.4000 0.5877 0.4123 1.1590 0.1247 2.2115 1.0637 0.3772 
0.4000 0.5975 0.4025 1.1565 0.1200 2.2520 1.0783 0.3891 
0.4000 0.6072 0.3928 1.1536 0.1147 2.3042 1.0898 0.4009 
0.4000 0.6170 0.3830 1.1504 0.1107 2.3667 1.1069 0.4115 
0.4000 0.6267 0.3733 1.1471 0.1074 2.4145 1.1180 0.4205 
0.4000 0.6365 0.3635 1.1435 0.1038 2.4667 1.1194 0.4285 
0.4000 0.6462 0.3538 1.1402 0.0998 2.5116 1.1259 0.4371 
0.4000 0.6560 0.3440 1.1368 0.0961 2.5589 1.1432 0.4474 
0.4000 0.6657 0.3343 1.1332 0.0931 2.6143 1.1618 0.4596 
0.4000 0.6755 0.3245 1.1301 0.0906 2.6677 1.1774 0.4729 
0.4000 0.6853 0.3147 1.1273 0.0872 2.7325 1.1878 0.4863 
0.4000 0.6950 0.3050 1.1241 0.0833 2.7853 1.1939 0.4997 
0.4000 0.7048 0.2952 1.1201 0.0799 2.8414 1.2036 0.5130 
0.4000 0.7145 0.2855 1.1158 0.0771 2.9061 1.2177 0.5266 
0.4000 0.7243 0.2757 1.1113 0.0739 2.9455 1.2318 0.5400 
0.4000 0.7340 0.2660 1.1069 0.0703 2.9854 1.2433 0.5524 
0.4000 0.7438 0.2562 1.1029 0.0671 3.0316 1.2465 0.5636 
0.4000 0.7535 0.2465 1.0991 0.0643 3.0927 1.2546 0.5744 
0.4000 0.7633 0.2367 1.0950 0.0624 3.1896 1.2733 0.5855 
0.4000 0.7731 0.2269 1.0908 0.0607 3.2680 1.2833 0.5973 
0.4000 0.7828 0.2172 1.0861 0.0581 3.3217 1.2902 0.6095 
0.4000 0.7926 0.2074 1.0814 0.0552 3.3699 1.3057 0.6213 
0.4000 0.8023 0.1977 1.0763 0.0518 3.4357 1.3241 0.6321 
0.4000 0.8121 0.1879 1.0702 0.0485 3.5243 1.3415 0.6424 
0.4000 0.8218 0.1782 1.0645 0.0465 3.6121 1.3562 0.6529 
0.4000 0.8316 0.1684 1.0583 0.0441 3.6844 1.3654 0.6640 
0.4000 0.8414 0.1586 1.0515 0.0415 3.7577 1.3734 0.6755 
0.4000 0.8511 0.1489 1.0446 0.0394 3.8286 1.3809 0.6867 
0.4000 0.8609 0.1391 1.0378 0.0377 3.8657 1.3789 0.6968 
0.4000 0.8706 0.1294 1.0306 0.0353 3.9279 1.3767 0.7054 
0.4000 0.8804 0.1196 1.0224 0.0327 4.0368 1.3845 0.7121 
0.4000 0.8901 0.1099 1.0135 0.0301 4.1479 1.3876 0.7163 
0.4000 0.8999 0.1001 1.0033 0.0270 4.2885 1.3843 0.7170 
0.4000 0.9096 0.0904 0.9921 0.0238 4.4418 1.3804 0.7141 
0.4000 0.9194 0.0806 0.9798 0.0202 4.5611 1.3655 0.7082 
0.4000 0.9292 0.0708 0.9651 0.0174 4.7542 1.3493 0.6998 
0.4000 0.9389 0.0611 0.9496 0.0158 4.9636 1.3434 0.6861 
0.4000 0.9487 0.0513 0.9302 0.0139 5.2565 1.3086 0.6668 
0.4000 0.9584 0.0416 0.9052 0.0127 5.6142 1.2638 0.6408 
0.4000 0.9682 0.0318 0.8778 0.0106 6.0982 1.2244 0.6116 
0.4000 0.9779 0.0221 0.8567 0.0083 6.6388 1.1085 0.5838 
0.5000 0.3575 0.6425 1.2130 0.3047 1.2249 0.8030 0.2184 
0.5000 0.3673 0.6327 1.2135 0.2944 1.2442 0.8197 0.2124 
0.5000 0.3770 0.6230 1.2143 0.2848 1.2741 0.8271 0.2058 
0.5000 0.3868 0.6132 1.2145 0.2743 1.3062 0.8300 0.1994 
0.5000 0.3966 0.6034 1.2137 0.2630 1.3342 0.8339 0.1940 
0.5000 0.4063 0.5937 1.2127 0.2531 1.3604 0.8383 0.1906 
0.5000 0.4161 0.5839 1.2124 0.2443 1.3972 0.8479 0.1901 
0.5000 0.4258 0.5742 1.2125 0.2361 1.4410 0.8549 0.1925 
0.5000 0.4356 0.5644 1.2121 0.2286 1.4720 0.8630 0.1972 
0.5000 0.4453 0.5547 1.2114 0.2211 1.4946 0.8721 0.2032 
0.5000 0.4551 0.5449 1.2105 0.2133 1.5161 0.8785 0.2097 
0.5000 0.4648 0.5352 1.2087 0.2054 1.5467 0.8932 0.2162 
0.5000 0.4746 0.5254 1.2070 0.1989 1.5802 0.9086 0.2225 
0.5000 0.4844 0.5156 1.2052 0.1927 1.6139 0.9149 0.2287 
0.5000 0.4941 0.5059 1.2027 0.1862 1.6562 0.9160 0.2354 
0.5000 0.5039 0.4961 1.2008 0.1801 1.6923 0.9232 0.2433 
0.5000 0.5136 0.4864 1.1991 0.1738 1.7349 0.9366 0.2531 
0.5000 0.5234 0.4766 1.1971 0.1679 1.7830 0.9484 0.2647 
0.5000 0.5331 0.4669 1.1952 0.1625 1.8299 0.9576 0.2775 
0.5000 0.5429 0.4571 1.1938 0.1574 1.8835 0.9730 0.2905 
0.5000 0.5526 0.4474 1.1924 0.1518 1.9262 0.9896 0.3037 
0.5000 0.5624 0.4376 1.1910 0.1466 1.9748 1.0050 0.3171 
0.5000 0.5722 0.4278 1.1891 0.1428 2.0324 1.0190 0.3308 
0.5000 0.5819 0.4181 1.1863 0.1388 2.0806 1.0324 0.3444 
0.5000 0.5917 0.4083 1.1834 0.1344 2.1259 1.0526 0.3571 
0.5000 0.6014 0.3986 1.1809 0.1305 2.1767 1.0652 0.3685 
0.5000 0.6112 0.3888 1.1786 0.1270 2.2284 1.0748 0.3786 
0.5000 0.6209 0.3791 1.1754 0.1226 2.2766 1.0811 0.3879 
0.5000 0.6307 0.3693 1.1714 0.1173 2.3280 1.0938 0.3974 
0.5000 0.6405 0.3595 1.1674 0.1122 2.3914 1.1147 0.4072 
0.5000 0.6502 0.3498 1.1639 0.1074 2.4489 1.1288 0.4174 
0.5000 0.6600 0.3400 1.1603 0.1036 2.4957 1.1436 0.4278 
0.5000 0.6697 0.3303 1.1571 0.1003 2.5483 1.1554 0.4391 
0.5000 0.6795 0.3205 1.1543 0.0966 2.5942 1.1642 0.4518 
0.5000 0.6892 0.3108 1.1510 0.0932 2.6410 1.1791 0.4662 
0.5000 0.6990 0.3010 1.1477 0.0903 2.7137 1.1966 0.4815 
0.5000 0.7087 0.2913 1.1442 0.0863 2.7991 1.2123 0.4964 
0.5000 0.7185 0.2815 1.1405 0.0821 2.8669 1.2201 0.5099 
0.5000 0.7283 0.2717 1.1364 0.0793 2.9187 1.2263 0.5221 
0.5000 0.7380 0.2620 1.1315 0.0768 2.9619 1.2359 0.5334 
0.5000 0.7478 0.2522 1.1274 0.0741 3.0009 1.2462 0.5447 
0.5000 0.7575 0.2425 1.1237 0.0715 3.0592 1.2650 0.5566 
0.5000 0.7673 0.2327 1.1199 0.0690 3.1289 1.2820 0.5690 
0.5000 0.7770 0.2230 1.1159 0.0657 3.1871 1.2871 0.5812 
0.5000 0.7868 0.2132 1.1113 0.0619 3.2390 1.2943 0.5929 
0.5000 0.7965 0.2035 1.1059 0.0587 3.2886 1.3107 0.6041 
0.5000 0.8063 0.1937 1.1003 0.0559 3.3680 1.3265 0.6149 
0.5000 0.8161 0.1839 1.0945 0.0536 3.4645 1.3448 0.6255 
0.5000 0.8258 0.1742 1.0885 0.0504 3.5592 1.3671 0.6364 
0.5000 0.8356 0.1644 1.0830 0.0463 3.6352 1.3734 0.6483 
0.5000 0.8453 0.1547 1.0781 0.0432 3.7249 1.3876 0.6609 
0.5000 0.8551 0.1449 1.0710 0.0410 3.8131 1.3960 0.6733 
0.5000 0.8648 0.1352 1.0617 0.0394 3.8506 1.3876 0.6846 
0.5000 0.8746 0.1254 1.0526 0.0369 3.9238 1.3868 0.6944 
0.5000 0.8844 0.1156 1.0431 0.0337 4.0217 1.3891 0.7028 
0.5000 0.8941 0.1059 1.0337 0.0312 4.0911 1.3861 0.7094 
0.5000 0.9039 0.0961 1.0238 0.0286 4.2207 1.3818 0.7137 
0.5000 0.9136 0.0864 1.0126 0.0251 4.3567 1.3789 0.7149 
0.5000 0.9234 0.0766 1.0003 0.0217 4.5070 1.3677 0.7113 
0.5000 0.9331 0.0669 0.9872 0.0198 4.7264 1.3623 0.7008 
0.5000 0.9429 0.0571 0.9723 0.0172 4.9660 1.3342 0.6852 
0.5000 0.9526 0.0474 0.9529 0.0143 5.2675 1.2837 0.6651 
0.5000 0.9624 0.0376 0.9297 0.0113 5.6052 1.2496 0.6428 
0.5000 0.9722 0.0278 0.9017 0.0087 6.2330 1.1608 0.6211 
0.6000 0.3864 0.6136 1.2463 0.2989 1.2776 0.7204 0.1984 
0.6000 0.3962 0.6038 1.2448 0.2877 1.2859 0.7466 0.1950 
0.6000 0.4059 0.5941 1.2436 0.2771 1.2980 0.7671 0.1917 
0.6000 0.4157 0.5843 1.2435 0.2679 1.3215 0.7853 0.1894 
0.6000 0.4254 0.5746 1.2432 0.2593 1.3515 0.8014 0.1894 
0.6000 0.4352 0.5648 1.2424 0.2500 1.3802 0.8163 0.1921 
0.6000 0.4450 0.5550 1.2407 0.2399 1.4088 0.8311 0.1974 
0.6000 0.4547 0.5453 1.2386 0.2317 1.4369 0.8453 0.2040 
0.6000 0.4645 0.5355 1.2369 0.2244 1.4747 0.8559 0.2113 
0.6000 0.4742 0.5258 1.2352 0.2171 1.5209 0.8690 0.2187 
0.6000 0.4840 0.5160 1.2332 0.2096 1.5598 0.8867 0.2260 
0.6000 0.4937 0.5063 1.2312 0.2029 1.5980 0.8978 0.2328 
0.6000 0.5035 0.4965 1.2290 0.1971 1.6290 0.9057 0.2390 
0.6000 0.5132 0.4868 1.2271 0.1915 1.6681 0.9160 0.2449 
0.6000 0.5230 0.4770 1.2255 0.1855 1.7169 0.9254 0.2512 
0.6000 0.5328 0.4672 1.2232 0.1780 1.7568 0.9316 0.2587 
0.6000 0.5425 0.4575 1.2207 0.1710 1.8061 0.9449 0.2678 
0.6000 0.5523 0.4477 1.2181 0.1654 1.8520 0.9650 0.2783 
0.6000 0.5620 0.4380 1.2153 0.1607 1.8951 0.9846 0.2895 
0.6000 0.5718 0.4282 1.2125 0.1564 1.9373 0.9990 0.3002 
0.6000 0.5815 0.4185 1.2099 0.1520 1.9730 1.0117 0.3101 
0.6000 0.5913 0.4087 1.2076 0.1468 2.0267 1.0288 0.3194 
0.6000 0.6011 0.3989 1.2056 0.1406 2.0745 1.0461 0.3289 
0.6000 0.6108 0.3892 1.2034 0.1350 2.1094 1.0572 0.3396 
0.6000 0.6206 0.3794 1.2005 0.1304 2.1569 1.0650 0.3517 
0.6000 0.6303 0.3697 1.1970 0.1262 2.2084 1.0828 0.3649 
0.6000 0.6401 0.3599 1.1934 0.1211 2.2714 1.1074 0.3786 
0.6000 0.6498 0.3502 1.1899 0.1157 2.3533 1.1234 0.3926 
0.6000 0.6596 0.3404 1.1864 0.1120 2.4301 1.1379 0.4069 
0.6000 0.6693 0.3307 1.1824 0.1094 2.4836 1.1536 0.4217 
0.6000 0.6791 0.3209 1.1786 0.1063 2.5306 1.1646 0.4371 
0.6000 0.6889 0.3111 1.1758 0.1026 2.5917 1.1788 0.4527 
0.6000 0.6986 0.3014 1.1727 0.0991 2.6482 1.1969 0.4677 
0.6000 0.7084 0.2916 1.1686 0.0954 2.6970 1.2161 0.4816 
0.6000 0.7181 0.2819 1.1651 0.0913 2.7543 1.2266 0.4941 
0.6000 0.7279 0.2721 1.1617 0.0865 2.8172 1.2328 0.5055 
0.6000 0.7376 0.2624 1.1576 0.0819 2.8751 1.2426 0.5160 
0.6000 0.7474 0.2526 1.1530 0.0780 2.9013 1.2552 0.5264 
0.6000 0.7571 0.2429 1.1484 0.0746 2.9444 1.2733 0.5372 
0.6000 0.7669 0.2331 1.1440 0.0719 3.0166 1.2834 0.5482 
0.6000 0.7767 0.2233 1.1396 0.0693 3.0866 1.2933 0.5588 
0.6000 0.7864 0.2136 1.1357 0.0663 3.1416 1.3056 0.5684 
0.6000 0.7962 0.2038 1.1316 0.0634 3.1897 1.3142 0.5776 
0.6000 0.8059 0.1941 1.1262 0.0602 3.2483 1.3298 0.5870 
0.6000 0.8157 0.1843 1.1204 0.0574 3.3245 1.3413 0.5972 
0.6000 0.8254 0.1746 1.1141 0.0546 3.4303 1.3608 0.6081 
0.6000 0.8352 0.1648 1.1075 0.0511 3.5321 1.3780 0.6197 
0.6000 0.8450 0.1550 1.1007 0.0479 3.6194 1.3866 0.6320 
0.6000 0.8547 0.1453 1.0932 0.0440 3.7063 1.3896 0.6450 
0.6000 0.8645 0.1355 1.0857 0.0405 3.7766 1.3872 0.6575 
0.6000 0.8742 0.1258 1.0776 0.0371 3.8621 1.3903 0.6684 
0.6000 0.8840 0.1160 1.0693 0.0333 3.9668 1.4003 0.6763 
0.6000 0.8937 0.1063 1.0623 0.0315 4.0962 1.4099 0.6809 
0.6000 0.9035 0.0965 1.0520 0.0313 4.2444 1.4127 0.6830 
0.6000 0.9132 0.0868 1.0394 0.0294 4.3208 1.4031 0.6828 
0.6000 0.9230 0.0770 1.0266 0.0258 4.4315 1.3824 0.6796 
0.6000 0.9328 0.0672 1.0118 0.0221 4.6071 1.3627 0.6709 
0.6000 0.9425 0.0575 0.9957 0.0180 4.7734 1.3276 0.6537 
0.6000 0.9523 0.0477 0.9767 0.0146 5.0592 1.2813 0.6291 
0.6000 0.9620 0.0380 0.9549 0.0122 5.4432 1.2529 0.5979 
0.6000 0.9718 0.0282 0.9291 0.0104 6.1100 1.1742 0.5651 
0.6000 0.9815 0.0185 0.9140 0.0097 6.4463 1.1023 0.5356 
0.7000 0.4119 0.5881 1.2778 0.2898 1.2668 0.6969 0.2028 
0.7000 0.4217 0.5783 1.2768 0.2798 1.2806 0.7322 0.2005 
